player_id,estimate_2025,se_2025,n_2025,games_2025,information_2025,estimate_2026,se_2026,n_2026,games_2026,information_2026
457705,-0.03206512716940294,0.11860692088474202,306,121,78.00136811606257,0.16921600143897303,0.21071760570887949,62,30,14.584599579077246
500743,-0.08672461633251047,0.137216799145415,190,93,52.59922831630979,-0.12998090626810327,0.12140973255106557,173,82,43.73206359628969
502671,0.05011097690214394,0.06812254717690715,355,130,110.18496986536985,-0.0435854538157904,0.1346864618979718,256,91,87.16564328379589
514888,0.1352494302013963,0.07202609508319896,451,150,126.91710825275584,0.046731875158679895,0.11127837013230527,368,125,110.22816069029678
516782,0.11838252427526315,0.09108605097533666,209,87,66.76492242381934,-0.08607598351149416,0.15135219543984604,122,50,27.616234544998044
518595,0.05034352134989043,0.14338265625334973,185,60,39.87866024478578,-0.28891229335927815,0.1905118648797579,52,23,9.64544885164309
518692,-0.04383075739039775,0.0898598012413372,453,144,116.05793834774607,-0.03909791284070724,0.0599501006777349,472,145,143.1591981681219
519317,0.10817038685177892,0.13554107557472297,141,64,43.71598560441803,0.18874050511672136,0.22715888166416448,60,22,18.631725646665807
521692,0.042036297280534214,0.08340928334711596,477,150,116.53817649160911,0.19302413263013926,0.08102007790474353,469,140,134.3338154394303
542303,0.11967485797912257,0.08885935990104507,311,133,90.11332130983881,0.09439224418227525,0.12117213135786589,155,66,45.28975435817071
543309,0.07031723766723542,0.12387578764064798,188,79,57.995014753819405,0.014374568275604396,0.13526639515909886,121,47,38.26911355151668
543510,0.19255428737531546,0.24222559625575082,92,34,21.940269750440425,0.21365198923043197,0.13103285102148918,123,40,41.9798082100572
543760,0.10710523955914593,0.10591677619636516,348,122,99.59032228433023,-0.011461951505847202,0.1030769702551574,383,129,104.77170812605158
543807,0.04035126989397314,0.10118959381280304,371,132,107.77154782083785,0.016260808510681266,0.08199583718729092,345,114,89.40906284765808
543877,0.030918305003262623,0.11479555417640379,125,53,30.061437630725244,0.04218717255193497,0.10006452096875101,168,76,47.72294476741959
545121,0.11777080719162836,0.19148091779215684,76,33,20.961437214358526,0.0629226891662745,0.11676260154627456,317,122,87.27021901650542
545341,0.04010417192781553,0.12118003320569999,186,92,42.82136304951882,-0.18840388682751188,0.22006933109486912,190,96,48.997848926982066
545361,-0.028915183345852236,0.11802051096650139,245,111,85.03150081968252,-0.026533698179627464,0.1493852091299636,296,125,80.26693109721073
547180,-0.08968344386003534,0.065620069981835,435,131,132.63539668103502,0.0435207887129576,0.06155765357588176,509,153,151.8766608827155
