player_id,player_name,n_exposures,posterior_mean,posterior_median,posterior_sd,cri90_low,cri50_low,cri50_high,cri90_high,prob_above_league_mean,prob_above_league_median,prob_positive,prob_top_quartile,prob_top_decile,prob_bottom_decile,rank_median,rank_cri50_low,rank_cri50_high,rank_cri90_low,rank_cri90_high,rank_population_size
683146,Brett Baty,794,0.0693925258099581,0.06775726155586256,0.03033844168350644,0.022666345647621346,0.04838107005990797,0.08860630981703305,0.12235796032892882,0.94,0.939,0.9932,0.7958,0.533,0.0014,52.0,16.0,127.0,2.0,316.0,587
643396,Isiah Kiner-Falefa,761,0.06909437177785412,0.06731034768560883,0.03115725130482253,0.02106124035962495,0.04752593381913184,0.0893682966251445,0.12187529164863488,0.9346,0.9334,0.991,0.7738,0.5306,0.0036,52.0,16.0,134.0,2.0,328.0,587
669127,Shea Langeliers,988,0.06840091290669197,0.06711241232789439,0.028701756684755032,0.023445685394078132,0.04827442388378444,0.08674532362700216,0.11780431191308699,0.9404,0.9404,0.9956,0.7874,0.5336,0.002,53.0,18.0,128.0,3.0,309.0,587
663616,Trevor Larnach,955,0.06402218539515785,0.062366488347579616,0.031388577438297906,0.015827918104345376,0.04178088176305314,0.08443591349887884,0.11823687424738975,0.8984,0.8988,0.9858,0.714,0.4686,0.0034,67.0,21.0,167.0,3.0,377.0500000000002,587
666969,Adolis García,1108,0.06232744992393537,0.06117442100860533,0.029734953043001118,0.01644718093898867,0.041270429882933626,0.08220316511670742,0.11242641401528825,0.9,0.901,0.9876,0.7068,0.4458,0.0042,73.0,25.0,172.0,4.0,365.0500000000002,587
514888,Jose Altuve,1070,0.06037524254906359,0.05918106924092395,0.029044573898115034,0.014321543174839956,0.04081304249938395,0.07918300968501245,0.11095612994779395,0.8924,0.8932,0.986,0.6912,0.4166,0.0038,80.0,29.0,179.0,5.0,376.0500000000002,587
670042,Luke Raley,438,0.055755320745161825,0.05402043699411644,0.03022825306092115,0.009323697726944784,0.03457809690731966,0.0754239245398009,0.10937613309282321,0.8484,0.8468,0.9762,0.6096,0.3532,0.0072,104.0,36.75,217.0,5.0,420.0500000000002,587
656484,Tristan Gray,158,0.05524339723763072,0.05347256085930976,0.03259719674267782,0.0047505512877688005,0.03297176086719446,0.07581717563725339,0.11097948858764278,0.8262,0.8264,0.9624,0.6062,0.356,0.0126,104.0,35.0,236.0,4.950000000000017,445.0,587
686797,Brooks Lee,949,0.05424518410129819,0.053237808785287985,0.030386528648389317,0.007395064274065456,0.03344848485365954,0.07296586789041241,0.10673911972501877,0.837,0.8356,0.9702,0.5956,0.3322,0.0094,108.0,41.0,228.25,5.950000000000017,430.0500000000002,587
592206,Nick Castellanos,1242,0.053439544792477964,0.05233676098382532,0.028492152661640277,0.010600728815673843,0.03326698660947905,0.07157459700996567,0.10277369715352552,0.8422,0.8414,0.9774,0.5924,0.314,0.0072,114.0,44.0,229.0,8.0,402.0500000000002,587
