player_id,estimate,se,n,games,information
457705,0.16921600143897303,0.21071760570887949,62,30,14.584599579077246
500743,-0.12998090626810327,0.12140973255106557,173,82,43.73206359628969
502671,-0.0435854538157904,0.1346864618979718,256,91,87.16564328379589
514888,0.046731875158679895,0.11127837013230527,368,125,110.22816069029678
516782,-0.08607598351149416,0.15135219543984604,122,50,27.616234544998044
518595,-0.28891229335927815,0.1905118648797579,52,23,9.64544885164309
518692,-0.03909791284070724,0.0599501006777349,472,145,143.1591981681219
519317,0.18874050511672136,0.22715888166416448,60,22,18.631725646665807
521692,0.19302413263013926,0.08102007790474353,469,140,134.3338154394303
542303,0.09439224418227525,0.12117213135786589,155,66,45.28975435817071
543309,0.014374568275604396,0.13526639515909886,121,47,38.26911355151668
543510,0.21365198923043197,0.13103285102148918,123,40,41.9798082100572
543760,-0.011461951505847202,0.1030769702551574,383,129,104.77170812605158
543807,0.016260808510681266,0.08199583718729092,345,114,89.40906284765808
543877,0.04218717255193497,0.10006452096875101,168,76,47.72294476741959
545121,0.0629226891662745,0.11676260154627456,317,122,87.27021901650542
545341,-0.18840388682751188,0.22006933109486912,190,96,48.997848926982066
545361,-0.026533698179627464,0.1493852091299636,296,125,80.26693109721073
547180,0.0435207887129576,0.06155765357588176,509,153,151.8766608827155
553869,0.13654147266909245,0.11111271859370636,187,65,46.12569907650706
553993,0.10823884700303428,0.11129947181273708,329,118,86.84154558392419
571448,0.1157068133544998,0.07908750939783292,365,128,111.7301640236797
571771,-0.009066321067713675,0.20602059555630012,69,30,9.5550886930019
571970,0.04737940020231043,0.13915561494129555,337,133,90.39506345340257
572233,-0.037746904207673834,0.09118775776701071,431,142,116.07250565442595
573262,-0.036837196669596,0.09640585803599418,247,113,58.181688177162314
575929,-0.0038290923079354333,0.09409184123227483,373,126,110.46320218755376
592206,-0.08342714831035494,0.1269748279272406,112,35,45.13500542670383
592450,-0.020613560473867462,0.09380152184572456,186,64,59.98705301692468
592518,0.10069742234844957,0.12526644665132897,434,145,140.5920470711769
592626,-0.08019978981937623,0.09429697512022991,267,115,70.5014419310005
592663,0.1628892098647435,0.09123103541246966,297,110,93.63006296032968
592885,-0.10462315401181568,0.07113810339962522,288,101,88.62936427340651
593428,-0.045106324472453996,0.1250649124547926,316,133,100.04700925473753
593871,0.06470006843896252,0.2088421886189237,83,33,16.37984497113267
595879,0.03887223905897926,0.1269717914803949,145,53,40.145462626022734
595978,-0.17081629255493525,0.169472838667524,160,67,36.12347448503883
596019,-0.24230316069913102,0.11171869909110023,271,95,76.81162724704123
596115,0.037521052605646504,0.1286510466759674,197,59,43.81275560373895
596117,0.484680387059211,0.3908608007453425,49,18,9.141519317794687
596142,0.12799558655050175,0.17511261643825063,144,65,46.63219008257015
596146,0.2578522897911756,0.20242655009289887,110,37,22.261597282768328
602104,-0.054697059093364454,0.39526899627652123,67,28,14.915054992043165
605137,-0.0707428971301394,0.09224292940352108,435,145,127.14679072200994
605141,0.011875030169163471,0.13280304753493954,254,103,62.77222663477341
605170,0.1370550325859532,0.1805167501488238,229,94,48.143536793483044
606192,-0.25997505726190356,0.1317485002077568,284,112,81.29207276750186
606466,-0.14274002799480212,0.08107646564910789,412,129,106.57318846738647
606992,-0.4085377261930084,0.49278180353174356,47,22,10.27438647456567
607043,0.04379750793702985,0.11808149933723054,442,139,118.75212565018008
607208,-0.05970742953093145,0.11836498339963625,445,147,126.50072576194741
608070,-0.00021851145971894792,0.09531016448724856,314,113,93.89741381630917
608324,0.03695959669536845,0.08494630966348955,377,144,109.1150988736523
608348,0.08580079527713118,0.06046561970459439,266,99,88.03980021054716
608369,-0.10515887951357161,0.07450088823121477,307,95,94.7819986547418
608701,-0.1407980678372537,0.18034888691868764,78,45,25.74140833500029
609280,0.009082620798883213,0.08606749059270406,189,64,46.32845864456747
