player_id,player_name,n_exposures,posterior_mean,posterior_median,posterior_sd,cri90_low,cri50_low,cri50_high,cri90_high,prob_above_league_mean,prob_above_league_median,prob_positive,prob_top_quartile,prob_top_decile,prob_bottom_decile,rank_median,rank_cri50_low,rank_cri50_high,rank_cri90_low,rank_cri90_high,rank_population_size
686527,Dominic Canzone,329,0.05491203128223324,0.05194021413627398,0.03692718092171582,0.0018216074089794294,0.027925921928418553,0.0787182102182027,0.11895566239126906,0.8948,0.8932,0.9566,0.7112,0.467,0.0068,61.0,18.75,148.0,3.0,342.0,515
677800,Wilyer Abreu,386,0.047918194489424214,0.0444111477823953,0.03598704129611794,-0.004341930255328962,0.021868751691928538,0.07104671188767148,0.11194157746737665,0.855,0.8518,0.935,0.6362,0.3822,0.0102,82.0,27.0,182.0,4.0,371.0500000000002,515
805808,Kevin McGonigle,403,0.04728778682831528,0.044262402296278924,0.03541806849753138,-0.004287386233479785,0.02148921488263112,0.06897545976001648,0.11107410418196514,0.8584,0.858,0.9346,0.6332,0.38,0.0098,83.5,29.0,185.0,4.0,370.0,515
703607,Henry Bolte,299,0.042180987130630634,0.039227597399171324,0.0338441091061076,-0.007280317930969696,0.017866367709068614,0.06317960062218415,0.10200777999279793,0.8262,0.8242,0.9174,0.5764,0.3076,0.012,103.0,39.0,212.25,6.0,387.0,515
521692,Salvador Perez,469,0.04113955654711445,0.037130475672961995,0.03515671833562124,-0.010226659120908164,0.016358570094179823,0.06229069758844407,0.10426771595801726,0.8058,0.8078,0.9064,0.554,0.3038,0.0122,111.0,40.0,221.0,5.0,399.0500000000002,515
669065,Kyle Stowers,372,0.040873556327584666,0.03854727486047066,0.03330642366819484,-0.007196903745442848,0.016601686639966445,0.06232667083362643,0.1001485230611386,0.8086,0.8086,0.9128,0.5598,0.2982,0.0126,107.0,42.0,223.0,7.0,389.0,515
663586,Austin Riley,437,0.038272490152061536,0.03508973172465138,0.033981065780218325,-0.012470951818453575,0.0143529914948896,0.0597306924724439,0.09803640725681745,0.7858,0.784,0.8874,0.526,0.2738,0.0176,120.0,46.0,236.0,8.0,411.0,515
677594,Julio Rodríguez,469,0.037388646596473486,0.03466758511156097,0.033703180274333604,-0.012396930643305427,0.01423749300468249,0.0586190796749727,0.09538060423877158,0.7774,0.7764,0.887,0.5178,0.2642,0.0162,122.5,49.0,240.0,9.0,408.0,515
620443,Luis Torrens,184,0.037138288175115115,0.03453313967336828,0.033677969497361314,-0.012766318919384546,0.013602346217633907,0.058376311617651125,0.09638891091685739,0.7762,0.7764,0.8844,0.5144,0.264,0.0166,124.0,49.0,243.0,8.0,407.0500000000002,515
670541,Yordan Alvarez,370,0.03691225098940264,0.03300346674145535,0.034970464182626726,-0.01508938776674832,0.013282106027057984,0.0583466915372394,0.10011821875835608,0.7704,0.77,0.8796,0.499,0.2674,0.0182,130.0,48.0,247.0,7.950000000000017,414.0500000000002,515
671732,Lawrence Butler,339,0.034399614781562636,0.03268339250064495,0.03263818961967139,-0.015205163434559051,0.012162849957662683,0.05485010243601492,0.09043720792614376,0.761,0.761,0.8708,0.4822,0.2334,0.0202,137.0,57.0,251.0,11.0,415.0500000000002,515
666397,Edouard Julien,174,0.03404379329069435,0.030320956887879648,0.03641012502942542,-0.019044603404954893,0.010040789574103131,0.05591770886426113,0.09869597734431211,0.7304,0.7302,0.8526,0.4684,0.237,0.026,144.0,56.0,269.0,8.0,434.0500000000002,515
814439,Ryan Waldschmidt,202,0.033728145673315474,0.03062852482963735,0.034331712327552125,-0.018633304983805075,0.0112937010100383,0.05423947210023118,0.09385696069872454,0.7446,0.7452,0.8592,0.4704,0.2366,0.0218,142.0,57.0,261.0,9.0,423.0,515
805999,A.J. Ewing,302,0.03320447384170388,0.0299067925570256,0.03513864332910773,-0.019117607446170783,0.009967718655211491,0.05431254924917577,0.09475561556557166,0.731,0.7322,0.8522,0.4624,0.2274,0.0274,143.0,59.0,269.0,9.0,437.0,515
