model,outcome,season,player_id,player_name,prior_same_type_pitches,change_ci90_low,change_median,change_ci90_high
pooled_geometry,distortion,2026,642708,Amed Rosario,3,-0.12504407701057166,-0.0402949289121082,0.036530009074723147
pooled_geometry,distortion,2026,642708,Amed Rosario,4,-0.14517167775505266,-0.04678096376125654,0.04241002718854498
pooled_geometry,distortion,2026,642708,Amed Rosario,5,-0.16161712500480807,-0.052080440103512204,0.04721435180458143
pooled_geometry,distortion,2026,642708,Amed Rosario,6,-0.17552155253488924,-0.0565610835076841,0.05127635038936648
pooled_geometry,distortion,2026,642708,Amed Rosario,7,-0.1875661155158575,-0.06044239336816229,0.054795013612084706
pooled_geometry,distortion,2026,642708,Amed Rosario,8,-0.1981901729990445,-0.06386595129491623,0.05789869453443972
pooled_geometry,distortion,2025,642715,Willy Adames,0,0.0,-0.0,0.0
pooled_geometry,distortion,2025,642715,Willy Adames,1,-0.053553303642019726,-0.019504773745204394,0.012162835168844388
pooled_geometry,distortion,2025,642715,Willy Adames,2,-0.084879978062335,-0.03091433497119951,0.01927763764507083
pooled_geometry,distortion,2025,642715,Willy Adames,3,-0.10710660728403945,-0.03900954749040879,0.024325670337688777
pooled_geometry,distortion,2025,642715,Willy Adames,4,-0.1243469203004393,-0.045288682143411474,0.02824122869202386
pooled_geometry,distortion,2025,642715,Willy Adames,5,-0.13843328170435473,-0.0504191087164039,0.03144047281391522
pooled_geometry,distortion,2025,642715,Willy Adames,6,-0.1503431305718695,-0.05475682257721948,0.03414539517743062
pooled_geometry,distortion,2025,642715,Willy Adames,7,-0.16065991092605916,-0.058514321235613176,0.03648850550653316
pooled_geometry,distortion,2025,642715,Willy Adames,8,-0.16975995612467,-0.06182866994239902,0.03855527529014166
pooled_geometry,distortion,2026,642715,Willy Adames,0,0.0,-0.0,0.0
pooled_geometry,distortion,2026,642715,Willy Adames,1,-0.057191716472761694,-0.018698783477962118,0.019836829441413663
pooled_geometry,distortion,2026,642715,Willy Adames,2,-0.09064672596120374,-0.029636870621674284,0.031440630797842054
pooled_geometry,distortion,2026,642715,Willy Adames,3,-0.11438343294552339,-0.037397566955924236,0.039673658882827326
pooled_geometry,distortion,2026,642715,Willy Adames,4,-0.13279505327293775,-0.043417230697695874,0.04605969159350716
pooled_geometry,distortion,2026,642715,Willy Adames,5,-0.14783844243396543,-0.0483356540996364,0.051277460239255716
pooled_geometry,distortion,2026,642715,Willy Adames,6,-0.16055744674073053,-0.05249412183334636,0.055689020770369836
pooled_geometry,distortion,2026,642715,Willy Adames,7,-0.1715751494182851,-0.05609635043388636,0.05951048832424098
pooled_geometry,distortion,2026,642715,Willy Adames,8,-0.18129345192240748,-0.05927374124334857,0.06288126159568411
