season,statistic,observed,rep_low,rep_median,rep_high,p_rep_greater
2025,mean,0.03168800572021109,0.019377605197295013,0.03506007520234923,0.05071478499153609,0.633
2025,sd,0.19943636716086927,0.16627279175108095,0.1964793181236581,0.29422945569395526,0.4606
2025,max_abs,2.8129221685385453,0.9601148379214585,2.07051934592579,5.695431242280608,0.3284
2026,mean,0.03190749596846624,0.017471777661411357,0.029661956790631473,0.04221550707310148,0.388
2026,sd,0.161407417306573,0.1474627140206345,0.16077748947922332,0.1760149452702744,0.467
2026,max_abs,0.716569774398482,0.6980969732628217,0.9686113350683281,1.4539065981036476,0.9332
