stage,specification,x,y,restriction,high_information,negative_control,method,endpoint,estimate,ci90_low,ci90_high,permutation_p_positive,permutation_p_two_sided,permutation_null_mean,permutations,bootstrap_replicates,shared_players,median_n_a,median_n_b,min_n_a,min_n_b,median_games_a,median_games_b,median_information_a,median_information_b,median_se_a,median_se_b,median_shrinkage_a,median_shrinkage_b,score_se_spearman_a,score_se_spearman_b,se_stability_spearman,top_quartile_baseline_n,status,bh_q_positive,bh_q_two_sided,by_q_positive,family_tests
discovery,absz_attack_angle__log_kernel_h0.5_m20,log_kernel_h0.5_m20,absz_attack_angle,all,False,False,unpooled,spearman,0.10544720223935494,0.021322253735748614,0.19622891182215138,0.0209,0.0431,0.0,9999,500,369,415.0,384.0,45,40,61.0,58.0,23.826901350719588,23.526818732466708,0.12460914558866436,0.12605571601700816,0.20147393514068415,0.0751745508777911,0.056183543034020234,0.07711205372923294,0.4058826058295836,80,ok,0.10867999999999998,0.21303750000000002,0.6118981105132435,156
discovery,absz_attack_angle__log_kernel_h0.5_m20,log_kernel_h0.5_m20,absz_attack_angle,all,False,False,pooled,spearman,0.06149986147335034,-0.03259871964857177,0.13569323094067615,0.1184,0.2378,0.0,9999,500,369,415.0,384.0,45,40,61.0,58.0,23.826901350719588,23.526818732466708,0.12460914558866436,0.12605571601700816,0.20147393514068415,0.0751745508777911,0.04919320168524834,0.07474133730761513,0.4058826058295836,96,ok,0.3027934426229508,0.57072,1.0,156
discovery,absz_attack_angle__log_kernel_h1_m5,log_kernel_h1_m5,absz_attack_angle,all,False,False,unpooled,spearman,0.07499809774782974,-0.01708135620841924,0.15942141145663694,0.0733,0.1516,0.0,9999,500,368,415.0,384.5,45,40,61.5,58.5,17.397156121097638,16.921846256584256,0.1477215724373147,0.15009935626973298,0.20434300627018137,0.11433591752510246,0.1104310358942945,0.05736108984120288,0.4068508046767472,85,ok,0.23822500000000002,0.4729920000000001,1.0,156
discovery,absz_attack_angle__log_kernel_h1_m5,log_kernel_h1_m5,absz_attack_angle,all,False,False,pooled,spearman,0.06437317660701782,-0.018169397202924684,0.15218843988778671,0.1097,0.217,0.0,9999,500,368,415.0,384.5,45,40,61.5,58.5,17.397156121097638,16.921846256584256,0.1477215724373147,0.15009935626973298,0.20434300627018137,0.11433591752510246,0.09293103830220864,0.0749737778150202,0.4068508046767472,94,ok,0.3027934426229508,0.57072,1.0,156
discovery,absz_attack_angle__log_kernel_h2_m5,log_kernel_h2_m5,absz_attack_angle,all,False,False,unpooled,spearman,0.03238585881746009,-0.0497136476397968,0.12015198740262442,0.2715,0.5382,0.0,9999,500,369,415.0,384.0,45,40,61.0,58.0,21.59658163134231,20.844891007630643,0.13655302091651264,0.13616554820867183,0.17352122152555685,0.14694880402112911,0.10938541935360599,0.0665670707823412,0.4169831284094275,81,ok,0.4305,0.7423103999999999,1.0,156
discovery,absz_attack_angle__log_kernel_h2_m5,log_kernel_h2_m5,absz_attack_angle,all,False,False,pooled,spearman,0.04601688114413459,-0.03671469011238042,0.1287501733906198,0.1926,0.3874,0.0,9999,500,369,415.0,384.0,45,40,61.0,58.0,21.59658163134231,20.844891007630643,0.13655302091651264,0.13616554820867183,0.17352122152555685,0.14694880402112911,0.11999202277569192,0.10201245784490748,0.4169831284094275,92,ok,0.37557,0.67496,1.0,156
discovery,absz_attack_angle__log_kernel_h2_m20,log_kernel_h2_m20,absz_attack_angle,all,False,False,unpooled,spearman,0.018982450106522216,-0.06794100616984748,0.09860472668994649,0.3546,0.7123,0.0,9999,500,369,415.0,384.0,45,40,61.0,58.0,38.446198621720285,38.241086936091804,0.1019336884839604,0.10084896867961961,0.15383709241196294,0.1640109566747339,0.09349402424694048,0.07381392527203767,0.4211150439941532,79,ok,0.4768758620689656,0.805208695652174,1.0,156
discovery,absz_attack_angle__log_kernel_h2_m20,log_kernel_h2_m20,absz_attack_angle,all,False,False,pooled,spearman,0.036876988335100745,-0.05089313070656707,0.11926742002623049,0.2432,0.4869,0.0,9999,500,369,415.0,384.0,45,40,61.0,58.0,38.446198621720285,38.241086936091804,0.1019336884839604,0.10084896867961961,0.15383709241196294,0.1640109566747339,0.11270480448635274,0.1151383355784204,0.4211150439941532,98,ok,0.42034285714285713,0.7374407766990292,1.0,156
discovery,absz_attack_angle__linear_exposure_pitcher,linear_exposure_pitcher,absz_attack_angle,all,False,False,unpooled,spearman,0.07881425964670928,-0.015832885515131307,0.1661073657156005,0.064,0.1289,0.0,9999,500,369,415.0,384.0,45,40,61.0,58.0,439.5401023381992,420.80534973471816,0.0285917240278186,0.029076445317296584,0.21561368978896922,0.2104441036336545,0.08046774239775299,0.036146379677662814,0.3948945764428267,88,ok,0.22382608695652176,0.44086956521739135,1.0,156
discovery,absz_attack_angle__linear_exposure_pitcher,linear_exposure_pitcher,absz_attack_angle,all,False,False,pooled,spearman,0.08422253112072836,0.0016963884798645208,0.16964202526356525,0.0557,0.1102,0.0,9999,500,369,415.0,384.0,45,40,61.0,58.0,439.5401023381992,420.80534973471816,0.0285917240278186,0.029076445317296584,0.21561368978896922,0.2104441036336545,0.06708773991382687,0.026961107448912325,0.3948945764428267,94,ok,0.21193170731707317,0.40931428571428574,1.0,156
discovery,absz_attack_angle__saturating_exposure_pitcher,saturating_exposure_pitcher,absz_attack_angle,all,False,False,unpooled,spearman,0.07470810787327038,-0.012365755104898858,0.17223133834873272,0.0783,0.1509,0.0,9999,500,366,415.5,385.5,45,40,62.0,59.0,11.615229881968842,11.655559999271077,0.1855958554626866,0.1770432809759464,0.14119658029516657,0.11030636591838465,0.11110276206041789,0.1149898026680112,0.41847635399947736,84,ok,0.24429599999999996,0.4729920000000001,1.0,156
discovery,absz_attack_angle__saturating_exposure_pitcher,saturating_exposure_pitcher,absz_attack_angle,all,False,False,pooled,spearman,0.08993441032007936,-0.004135085922712011,0.17608699337066916,0.0411,0.0873,0.0,9999,500,366,415.5,385.5,45,40,62.0,59.0,11.615229881968842,11.655559999271077,0.1855958554626866,0.1770432809759464,0.14119658029516657,0.11030636591838465,0.10004301664799348,0.10880372721203779,0.41847635399947736,96,ok,0.1687263157894737,0.34827,0.9499752836348897,156
discovery,absz_attack_direction__log_exposure_pitcher,log_exposure_pitcher,absz_attack_direction,all,False,False,unpooled,spearman,0.05476006228922454,-0.03111163423681884,0.1444453223867273,0.1462,0.2951,0.0,9999,500,369,415.0,384.0,45,40,61.0,58.0,53.493913453153894,54.48835489674421,0.08253751080555026,0.08015685229018082,0.23065417798196428,0.3174884052292025,0.04682367945888624,0.03300086937414615,0.4522293237033428,82,ok,0.34366567164179107,0.6306246575342465,1.0,156
discovery,absz_attack_direction__log_exposure_pitcher,log_exposure_pitcher,absz_attack_direction,all,False,False,pooled,spearman,0.029649479808546618,-0.058345414284678807,0.11258544866836359,0.2759,0.5614,0.0,9999,500,369,415.0,384.0,45,40,61.0,58.0,53.493913453153894,54.48835489674421,0.08253751080555026,0.08015685229018082,0.23065417798196428,0.3174884052292025,0.05658909174285632,-0.010274617141001021,0.4522293237033428,90,ok,0.4305,0.7423103999999999,1.0,156
discovery,absz_attack_direction__log_exposure_pa,log_exposure_pa,absz_attack_direction,all,False,False,unpooled,spearman,0.05670683939506845,-0.026374019967258494,0.14425702869172743,0.1429,0.2799,0.0,9999,500,369,415.0,384.0,45,40,61.0,58.0,17.675372933583375,16.343598170829072,0.14698828536174832,0.14354116762022961,0.21691863797335692,0.3019189502750066,0.002859381120250685,0.12372340527165553,0.3987059700209223,88,ok,0.34366567164179107,0.62855,1.0,156
discovery,absz_attack_direction__log_exposure_pa,log_exposure_pa,absz_attack_direction,all,False,False,pooled,spearman,0.05496426967794942,-0.029668203395030894,0.13018900495887029,0.1476,0.2891,0.0,9999,500,369,415.0,384.0,45,40,61.0,58.0,17.675372933583375,16.343598170829072,0.14698828536174832,0.14354116762022961,0.21691863797335692,0.3019189502750066,0.027597374681149867,0.10555659052477717,0.3987059700209223,94,ok,0.34366567164179107,0.62855,1.0,156
