player_id,estimate,se,n,games,information
455117,-0.11635513062894093,0.17356916033332218,239,60,27.605394916712967
456781,-0.06511240573933877,0.1242335452895308,343,66,37.85577406262492
457705,-0.08407851991413262,0.0807929478894599,978,133,140.0927230123567
457759,-0.011952576313371157,0.10315126876898756,369,76,54.67091150413064
467793,0.005548412386904426,0.1069296677519006,842,122,104.99336087154876
493329,0.1567064487152018,0.24167355264169008,69,16,6.570620065214952
500743,-0.17734276483449604,0.1095996100454253,488,108,53.075625968188305
502054,-0.18472278340680828,0.1493001899525652,715,115,99.5967352547686
502671,0.03459816871389652,0.06928726170051618,988,137,135.92887965286545
514888,0.059354628635701956,0.06185019270579684,1070,153,162.58282136493347
516782,0.04129110303977584,0.09343400465837944,605,95,80.85410919196016
518595,-0.058776993153822225,0.12043446938783245,459,67,48.779339255084025
518692,0.014011547561060966,0.0684939112158044,1211,146,149.50444391708072
518792,0.44742115606879446,0.2500171681829748,157,30,18.955698266817762
518934,-0.05307330074335434,0.15408111863389506,213,41,21.59609968973645
519317,0.07421021600776355,0.12582086597854722,495,76,59.12910335723236
521692,-0.06313946729964644,0.06906683442809189,1277,154,160.58601743543528
527038,0.13917205328949617,0.08284046803151847,862,124,111.82421514627664
542303,0.08602535437919875,0.09103951348593138,1011,143,156.88060338164476
542932,0.5772878268572944,0.19951781014751724,179,42,17.280816225730227
543309,0.14686510785125254,0.08900628567353534,568,92,82.95799246025902
543510,0.022457072298487795,0.12928291807666248,241,38,30.365053362920886
543592,0.12012757235141239,0.2660513471775964,70,14,4.877546953848766
543760,-0.11617920292063201,0.09634730704812489,966,127,151.81216474949565
543807,0.08132788509385178,0.08661409734998193,1025,136,145.69757646387802
543877,0.08227845707539339,0.1272055085744892,349,62,42.1110015896527
545121,0.15882904840976428,0.2981930830509534,209,36,17.479102045469347
545341,-0.1749124207481744,0.31369416811279716,513,109,67.81862173103141
545361,0.03344114539392511,0.08400613256534593,952,130,143.70173502258854
547180,0.13084186544285684,0.062110377744103995,1147,132,184.6866243916147
553869,0.12606869514502503,0.13041273224713665,531,96,63.9129954869525
553993,0.053362025061138255,0.08511158385940848,1281,157,175.14609249847751
570482,-0.04922398542276852,0.11856930085564231,390,55,57.166625978592144
571448,0.04338104089783061,0.07395022319981541,771,106,107.17146336091446
571657,-0.1671573891814391,0.11948443885932906,525,96,57.48344620427225
571771,-0.0907481513481522,0.11260447866948618,517,84,54.91787359306625
571912,0.14962870403892348,0.1919707892899983,91,19,11.86357599703248
571970,0.04767465095109203,0.11220643489983666,672,99,86.86843331196637
572191,0.03932909855036948,0.1293064955659334,608,109,71.78415388201084
572233,0.015510053658637165,0.06532872291862593,1285,153,170.32259215177137
573262,-0.008093474274447066,0.07173732605202174,936,143,136.81354473279254
575929,-0.015849532411622357,0.07889827734241588,1028,135,153.49882898110764
578428,0.04960868851604443,0.11941419724335857,594,106,70.89657254833602
592178,-0.21198540285100256,0.37853612615890353,81,11,8.929602707442985
592192,0.134345162285711,0.18400337305384598,228,46,22.951400733603162
592206,0.11233761651027839,0.06370408213878608,1242,146,179.32139897666582
592450,0.09255117329076361,0.06305241813215948,1126,152,175.56514790810337
592518,0.06660271419732663,0.05504376543741552,1311,159,194.53965833665865
592626,-0.08442470469843553,0.1120989438960837,532,95,74.21705364493445
592663,-0.005505071851604724,0.07247645278321893,1036,133,136.26230641175513
592669,0.010073223817993976,0.16203493932998933,168,32,25.982572169506128
592885,0.05165497480531538,0.06340695460003139,1170,149,171.27531508230186
593428,0.05924562011181343,0.11605106612646192,825,136,104.75322769563296
593871,0.09930718477526863,0.07795495436560777,892,134,117.09325015834995
595751,0.0590843193162226,0.18677543834661592,95,11,20.774054762924557
595777,0.10164602967248043,0.13336899972464591,662,80,97.52549702095347
595879,0.03769275614402323,0.08131620082968244,822,123,99.09772053100913
595978,0.003992789619095736,0.16523435626081798,337,58,46.688821471333384
596019,0.03531847650398234,0.06542382155301205,1308,159,189.30653011711064
596103,0.058786182037480025,0.16032925330155912,315,59,39.72440503375121
596115,0.05615313499563029,0.06216131911163602,1293,156,179.77770945361982
596142,0.04266796519550518,0.13733589114375566,162,28,19.178868314064765
596146,-0.011205698307182363,0.08308342174238473,870,126,111.63386849944052
600869,0.11280266884237133,0.22668037370890268,180,22,28.945209930820983
602104,0.07084173893312395,0.11958988881243042,709,109,83.66821775900696
605131,0.5925775942437546,0.23728396280876093,69,13,7.570538062527882
