period,specification,x,y,restriction,high_information,negative_control,status,eligible_players,analytic_swings,players,mu_mean,tau_mean,median_shrinkage,quadrature_max_mean_difference,mu_prior_sd,tau_halfnormal_scale
2026_full,distortion__log_kernel_h1_m5,log_kernel_h1_m5,distortion,all,False,False,ok,590,316713,590,0.06289255665500286,0.07104007445570723,0.1261340455756142,3.47711456849531e-10,0.2,0.15
2026_full,distortion__log_kernel_h2_m5,log_kernel_h2_m5,distortion,all,False,False,ok,591,316713,591,0.06382002075724996,0.06865017615786079,0.13643393085573596,8.85169715303391e-11,0.2,0.15
2026_full,distortion__log_kernel_h2_m20,log_kernel_h2_m20,distortion,all,False,False,ok,591,316713,591,0.04793581542126995,0.05531747192309726,0.15224582665181816,2.0608383055620294e-11,0.2,0.15
2026_full,distortion__linear_exposure_pitcher,linear_exposure_pitcher,distortion,all,False,False,ok,591,316713,591,0.009785524788031956,0.017222298620329243,0.1811589417307919,3.984937380074882e-13,0.2,0.15
2026_full,distortion__saturating_exposure_pitcher,saturating_exposure_pitcher,distortion,all,False,False,ok,584,316713,584,0.06530790984745397,0.09552822259447272,0.15229877244073048,7.37681860041306e-11,0.2,0.15
2026_full,absz_attack_angle__log_exposure_pitcher,log_exposure_pitcher,absz_attack_angle,all,False,False,ok,591,316713,591,0.026138805825558054,0.010198116454044098,0.02561694847968697,8.887490583753266e-09,0.2,0.15
2026_full,absz_attack_angle__log_exposure_pa,log_exposure_pa,absz_attack_angle,all,False,False,ok,590,316713,590,0.025295727303960562,0.04194674703059973,0.09654357823616645,2.5669267302019794e-09,0.2,0.15
2026_full,absz_attack_angle__log_exposure_type,log_exposure_type,absz_attack_angle,all,False,False,ok,591,316713,591,0.01741237766710909,0.012894541321591242,0.05361097480547115,6.496840588947339e-09,0.2,0.15
2026_full,absz_attack_angle__log_kernel_exposure,log_kernel_exposure,absz_attack_angle,all,False,False,ok,591,316713,591,0.03995434510389052,0.02655972719304664,0.07220713984987785,4.6365783061899646e-09,0.2,0.15
2026_full,absz_attack_angle__log_exposure_sequence,log_exposure_sequence,absz_attack_angle,all,False,False,ok,591,316713,591,0.017641254863223772,0.030938106640850338,0.12486710031938576,1.588793263618271e-10,0.2,0.15
2026_full,absz_attack_angle__log_kernel_h0.5_m5,log_kernel_h0.5_m5,absz_attack_angle,all,False,False,ok,587,316713,587,0.05786423662878898,0.037951109133633774,0.06661628563269163,6.565747488664758e-09,0.2,0.15
2026_full,absz_attack_angle__log_kernel_h0.5_m20,log_kernel_h0.5_m20,absz_attack_angle,all,False,False,ok,591,316713,591,0.04464787726826058,0.027841740033981217,0.06443669293611864,6.582506434892055e-09,0.2,0.15
2026_full,absz_attack_angle__log_kernel_h1_m5,log_kernel_h1_m5,absz_attack_angle,all,False,False,ok,590,316713,590,0.05359371622850801,0.03917570927800712,0.08676418546344933,3.3486928872200616e-09,0.2,0.15
2026_full,absz_attack_angle__log_kernel_h2_m5,log_kernel_h2_m5,absz_attack_angle,all,False,False,ok,591,316713,591,0.04810733447198485,0.03947190454230713,0.09964098288304184,1.0406229649685683e-09,0.2,0.15
2026_full,absz_attack_angle__log_kernel_h2_m20,log_kernel_h2_m20,absz_attack_angle,all,False,False,ok,591,316713,591,0.03565380190038707,0.02952004060079458,0.10014477091886367,1.0474359990464421e-09,0.2,0.15
2026_full,absz_attack_angle__linear_exposure_pitcher,linear_exposure_pitcher,absz_attack_angle,all,False,False,ok,591,316713,591,0.00929689645366287,0.008181559545173495,0.09684492886523413,1.6456213371152106e-09,0.2,0.15
2026_full,absz_attack_angle__saturating_exposure_pitcher,saturating_exposure_pitcher,absz_attack_angle,all,False,False,ok,584,316713,584,0.05727513915867258,0.022476326550521918,0.027176204246158395,9.123017841172754e-09,0.2,0.15
2026_full,absz_attack_direction__log_exposure_pitcher,log_exposure_pitcher,absz_attack_direction,all,False,False,ok,591,316713,591,0.025808275912408078,0.03415452798467504,0.17628580684223052,4.5037584772700257e-13,0.2,0.15
2026_full,absz_attack_direction__log_exposure_pa,log_exposure_pa,absz_attack_direction,all,False,False,ok,590,316713,590,0.013626392052021112,0.0430532659522481,0.10206825309720276,9.440162263008034e-10,0.2,0.15
2026_full,absz_attack_direction__log_exposure_type,log_exposure_type,absz_attack_direction,all,False,False,ok,591,316713,591,0.01194120995085504,0.024687234658150557,0.1510843899707664,3.834595141416486e-11,0.2,0.15
2026_full,absz_attack_direction__log_kernel_exposure,log_kernel_exposure,absz_attack_direction,all,False,False,ok,591,316713,591,0.04170158412303878,0.043179723235685336,0.15572816091176198,4.277720538903296e-12,0.2,0.15
2026_full,absz_attack_direction__log_exposure_sequence,log_exposure_sequence,absz_attack_direction,all,False,False,ok,591,316713,591,0.01145429584946835,0.02688439662258405,0.09283058202883615,1.1940242128360978e-09,0.2,0.15
2026_full,absz_attack_direction__log_kernel_h0.5_m5,log_kernel_h0.5_m5,absz_attack_direction,all,False,False,ok,587,316713,587,0.05730032412482053,0.04511447672052071,0.08606418420854695,2.4487429865945043e-09,0.2,0.15
2026_full,absz_attack_direction__log_kernel_h0.5_m20,log_kernel_h0.5_m20,absz_attack_direction,all,False,False,ok,591,316713,591,0.04516870920616454,0.039846663774986565,0.11108007258698545,4.722209810681388e-10,0.2,0.15
2026_full,absz_attack_direction__log_kernel_h1_m5,log_kernel_h1_m5,absz_attack_direction,all,False,False,ok,590,316713,590,0.05460308504392592,0.052256271955819084,0.1328184956290409,8.878386567601204e-11,0.2,0.15
2026_full,absz_attack_direction__log_kernel_h2_m5,log_kernel_h2_m5,absz_attack_direction,all,False,False,ok,591,316713,591,0.05054187491384313,0.049665239777452484,0.14269108219333354,3.117810523645126e-11,0.2,0.15
2026_full,absz_attack_direction__log_kernel_h2_m20,log_kernel_h2_m20,absz_attack_direction,all,False,False,ok,591,316713,591,0.03769464613981345,0.039689187458191014,0.15976027945236596,2.8328485390805014e-12,0.2,0.15
2026_full,absz_attack_direction__linear_exposure_pitcher,linear_exposure_pitcher,absz_attack_direction,all,False,False,ok,591,316713,591,0.00792255586783672,0.011462585990741734,0.16950471529384561,4.1533443351227106e-13,0.2,0.15
2026_full,absz_attack_direction__saturating_exposure_pitcher,saturating_exposure_pitcher,absz_attack_direction,all,False,False,ok,584,316713,584,0.05596624010843719,0.07396580451099613,0.17926294217762795,4.360123373459146e-13,0.2,0.15
2026_full,absz_swing_path_tilt__log_exposure_pitcher,log_exposure_pitcher,absz_swing_path_tilt,all,False,False,ok,591,316713,591,0.017932853657703106,0.03032245516172126,0.1380317092488861,5.305171579816914e-11,0.2,0.15
2026_full,absz_swing_path_tilt__log_exposure_pa,log_exposure_pa,absz_swing_path_tilt,all,False,False,ok,590,316713,590,0.024479650691930525,0.057251585637831656,0.14742370279435096,4.582892398907745e-11,0.2,0.15
2026_full,absz_swing_path_tilt__log_exposure_type,log_exposure_type,absz_swing_path_tilt,all,False,False,ok,591,316713,591,0.010990507120820104,0.02463947186433777,0.1358767281253219,1.2166662469170753e-10,0.2,0.15
2026_full,absz_swing_path_tilt__log_kernel_exposure,log_kernel_exposure,absz_swing_path_tilt,all,False,False,ok,591,316713,591,0.0329791247602144,0.04017744086092509,0.1328023342285637,6.619772091598364e-11,0.2,0.15
2026_full,absz_swing_path_tilt__log_exposure_sequence,log_exposure_sequence,absz_swing_path_tilt,all,False,False,ok,591,316713,591,0.013460723049356136,0.03654900291046788,0.15961005033949033,2.0533852396198427e-11,0.2,0.15
2026_full,absz_swing_path_tilt__log_kernel_h0.5_m5,log_kernel_h0.5_m5,absz_swing_path_tilt,all,False,False,ok,587,316713,587,0.047927376128313645,0.06085347963378366,0.1314005651024528,9.717335269776584e-11,0.2,0.15
2026_full,absz_swing_path_tilt__log_kernel_h0.5_m20,log_kernel_h0.5_m20,absz_swing_path_tilt,all,False,False,ok,591,316713,591,0.03491928694661246,0.04804140459054322,0.14445443629342555,2.683049615814781e-11,0.2,0.15
2026_full,absz_swing_path_tilt__log_kernel_h1_m5,log_kernel_h1_m5,absz_swing_path_tilt,all,False,False,ok,590,316713,590,0.04568418033686278,0.05269456433805149,0.13075816135115526,1.2392279216677515e-10,0.2,0.15
2026_full,absz_swing_path_tilt__log_kernel_h2_m5,log_kernel_h2_m5,absz_swing_path_tilt,all,False,False,ok,591,316713,591,0.044691596268139386,0.046764108062277425,0.125109083098033,1.619983452938456e-10,0.2,0.15
2026_full,absz_swing_path_tilt__log_kernel_h2_m20,log_kernel_h2_m20,absz_swing_path_tilt,all,False,False,ok,591,316713,591,0.03183342767619532,0.03626733458387076,0.12911347408040053,7.180375738435885e-11,0.2,0.15
2026_full,absz_swing_path_tilt__linear_exposure_pitcher,linear_exposure_pitcher,absz_swing_path_tilt,all,False,False,ok,591,316713,591,0.0061439517011107544,0.01250309589452225,0.17606854896588184,1.9792847916200174e-13,0.2,0.15
2026_full,absz_swing_path_tilt__saturating_exposure_pitcher,saturating_exposure_pitcher,absz_swing_path_tilt,all,False,False,ok,584,316713,584,0.03912528888403777,0.06442111752256674,0.13496192964384948,7.84171755308094e-11,0.2,0.15
2026_full,absz_bat_speed__log_exposure_pitcher,log_exposure_pitcher,absz_bat_speed,all,False,False,ok,591,316713,591,0.010386359254156064,0.022983470402370268,0.08220749673980841,2.830269713038902e-09,0.2,0.15
2026_full,absz_bat_speed__log_exposure_pa,log_exposure_pa,absz_bat_speed,all,False,False,ok,590,316713,590,0.005986903646180056,0.03587342243511281,0.0716284171180703,3.966756131901228e-09,0.2,0.15
2026_full,absz_bat_speed__log_exposure_type,log_exposure_type,absz_bat_speed,all,False,False,ok,591,316713,591,0.00924159052754898,0.02688020499079182,0.13910094959057565,8.707937843022151e-11,0.2,0.15
2026_full,absz_bat_speed__log_kernel_exposure,log_kernel_exposure,absz_bat_speed,all,False,False,ok,591,316713,591,0.014008260677344321,0.029331879717231085,0.07415459129949395,5.000419640854847e-09,0.2,0.15
2026_full,absz_bat_speed__log_exposure_sequence,log_exposure_sequence,absz_bat_speed,all,False,False,ok,591,316713,591,0.013849464277839422,0.021366401965503826,0.058807794424646266,6.973672077303927e-09,0.2,0.15
2026_full,absz_bat_speed__log_kernel_h0.5_m5,log_kernel_h0.5_m5,absz_bat_speed,all,False,False,ok,587,316713,587,0.017779723232713526,0.058760713701237095,0.124027158991972,5.453401480393083e-10,0.2,0.15
2026_full,absz_bat_speed__log_kernel_h0.5_m20,log_kernel_h0.5_m20,absz_bat_speed,all,False,False,ok,591,316713,591,0.015537906090009369,0.04165315644702519,0.1093742883358888,9.596511085785409e-10,0.2,0.15
2026_full,absz_bat_speed__log_kernel_h1_m5,log_kernel_h1_m5,absz_bat_speed,all,False,False,ok,590,316713,590,0.01569922993748005,0.036367522711433384,0.06833775070855067,7.028523395236075e-09,0.2,0.15
2026_full,absz_bat_speed__log_kernel_h2_m5,log_kernel_h2_m5,absz_bat_speed,all,False,False,ok,591,316713,591,0.016323054088966345,0.028745475389443532,0.05344227631858505,9.188151559036406e-09,0.2,0.15
2026_full,absz_bat_speed__log_kernel_h2_m20,log_kernel_h2_m20,absz_bat_speed,all,False,False,ok,591,316713,591,0.014047424094748316,0.02364126867422445,0.06015458419415087,7.039225591309872e-09,0.2,0.15
2026_full,absz_bat_speed__linear_exposure_pitcher,linear_exposure_pitcher,absz_bat_speed,all,False,False,ok,591,316713,591,0.00460688542204739,0.009575281022371027,0.11583989026664956,3.379500498890131e-10,0.2,0.15
2026_full,absz_bat_speed__saturating_exposure_pitcher,saturating_exposure_pitcher,absz_bat_speed,all,False,False,ok,584,316713,584,0.022451314205239124,0.049049968013837285,0.08127209248730571,2.997133208282321e-09,0.2,0.15
2026_full,absz_swing_length__log_exposure_pitcher,log_exposure_pitcher,absz_swing_length,all,False,False,ok,591,316713,591,0.024948341701789757,0.03845845122936374,0.20061803037087284,4.388850394221322e-13,0.2,0.15
2026_full,absz_swing_length__log_exposure_pa,log_exposure_pa,absz_swing_length,all,False,False,ok,590,316713,590,0.02043999541602318,0.05298328360533364,0.1338332184739882,1.9588775046486262e-10,0.2,0.15
2026_full,absz_swing_length__log_exposure_type,log_exposure_type,absz_swing_length,all,False,False,ok,591,316713,591,0.015906520367736404,0.024523130287518485,0.13404446852298207,2.031446261208103e-10,0.2,0.15
2026_full,absz_swing_length__log_kernel_exposure,log_kernel_exposure,absz_swing_length,all,False,False,ok,591,316713,591,0.03732312436421066,0.037154725972421726,0.11861862449775715,6.461876311814052e-10,0.2,0.15
2026_full,absz_swing_length__log_exposure_sequence,log_exposure_sequence,absz_swing_length,all,False,False,ok,591,316713,591,0.011753145309828144,0.04206430181690271,0.19507473957312232,3.5081659799374165e-13,0.2,0.15
2026_full,absz_swing_length__log_kernel_h0.5_m5,log_kernel_h0.5_m5,absz_swing_length,all,False,False,ok,587,316713,587,0.05129653746246799,0.029167302930007286,0.043052371163380045,9.761084787673902e-09,0.2,0.15
2026_full,absz_swing_length__log_kernel_h0.5_m20,log_kernel_h0.5_m20,absz_swing_length,all,False,False,ok,591,316713,591,0.04077340367169699,0.02646807224679456,0.057240457540860976,7.504454710427488e-09,0.2,0.15
2026_full,absz_swing_length__log_kernel_h1_m5,log_kernel_h1_m5,absz_swing_length,all,False,False,ok,590,316713,590,0.04879133364913689,0.045101638921645634,0.10202111081865126,1.8836358722795765e-09,0.2,0.15
2026_full,absz_swing_length__log_kernel_h2_m5,log_kernel_h2_m5,absz_swing_length,all,False,False,ok,591,316713,591,0.04599154278177525,0.051585612691708596,0.14075008213265705,1.1624901041784597e-10,0.2,0.15
2026_full,absz_swing_length__log_kernel_h2_m20,log_kernel_h2_m20,absz_swing_length,all,False,False,ok,591,316713,591,0.0346213628330061,0.041672910417864674,0.15986246473765103,2.1278201423058363e-11,0.2,0.15
2026_full,absz_swing_length__linear_exposure_pitcher,linear_exposure_pitcher,absz_swing_length,all,False,False,ok,591,316713,591,0.007912415918859068,0.015387935952766083,0.2498423591016257,2.5673907444456745e-16,0.2,0.15
2026_full,absz_swing_length__saturating_exposure_pitcher,saturating_exposure_pitcher,absz_swing_length,all,False,False,ok,584,316713,584,0.05455830506115035,0.0851232651016949,0.21013157567024746,1.997568777056813e-13,0.2,0.15
2026_full,distortion__log_exposure_pitcher__speed50,log_exposure_pitcher,distortion,speed50,False,False,ok,589,307549,589,0.017785133404130512,0.03383263229938315,0.12109006227653311,2.607069421456387e-10,0.2,0.15
2026_full,distortion__log_exposure_pitcher__innings6,log_exposure_pitcher,distortion,innings6,False,False,ok,557,213640,557,0.03284346757093334,0.05252011894144562,0.1734868429344578,1.2344250621687536e-11,0.2,0.15
2026_full,distortion__log_exposure_pitcher__innings3,log_exposure_pitcher,distortion,innings3,False,False,ok,496,107001,496,0.03679825690824305,0.06686369571382501,0.11680104975153366,7.928764311770919e-10,0.2,0.15
2026_full,distortion__log_exposure_pitcher__recent_similar,log_exposure_pitcher,distortion,recent_similar,False,False,ok,538,157787,538,0.036080752429783244,0.05059637459465763,0.1241143688259469,7.82967718437888e-10,0.2,0.15
2026_full,distortion__log_future_exposure,log_future_exposure,distortion,all,False,True,ok,591,316713,591,-0.05592036869347349,0.04400891640113026,0.21609519774241118,2.5503904543811018e-14,0.2,0.15
2026_full,distortion__log_irrelevant_exposure,log_irrelevant_exposure,distortion,all,False,True,ok,591,316713,591,-0.004079131945627899,0.052324005903510454,0.24921961699832715,2.636779683484747e-16,0.2,0.15
