scenario,replicate,n_players,coverage90,coverage50,rmse,unpooled_rmse,mean_bias,rank_spearman,mu_mean,mu90_low,mu90_high,tau_mean,true_mu,true_tau,mu_interval_excludes_zero,first_stage_coverage90,missing_fraction,median_observed,median_clusters
heterogeneous,56,30,0.8666666666666667,0.5,0.050677399178767256,0.059132370007570864,0.01937704558651522,0.7926585094549499,0.08074029301620735,0.04853950012454526,0.1125050848986796,0.08726032106363799,0.055,0.09,True,0.9,0.16150248465361006,189.0,36.5
heterogeneous,57,30,0.9666666666666667,0.6666666666666666,0.04762528114261676,0.06011949469757792,0.016022387969002592,0.8651835372636262,0.06009602749469442,0.02293737565927075,0.09638447426698446,0.09784568050701069,0.055,0.09,True,0.9333333333333333,0.15398701514899282,145.5,29.5
heterogeneous,58,30,0.9,0.5,0.04886451344693805,0.06730335032275689,0.004440223957654621,0.6614015572858732,0.06348228312175715,0.02830912655423195,0.09703416965203267,0.0916056132346624,0.055,0.09,True,0.8666666666666667,0.16360572872788548,156.5,30.0
heterogeneous,59,30,0.9666666666666667,0.5666666666666667,0.055808646286366545,0.0794925461287682,0.018011120660178088,0.8077864293659621,0.07245397634771897,0.035863064696630954,0.11143773615942561,0.10192733085585125,0.055,0.09,True,0.8666666666666667,0.16501173497021127,138.5,28.0
zero_learning,0,30,1.0,0.7666666666666667,0.01182453650915826,0.05486026047884159,-0.008474756245905593,,-0.008635214194939308,-0.026893541813813787,0.008904700768765766,0.021621652681197027,0.0,0.0,False,0.8333333333333334,0.15487914055505814,179.5,36.0
zero_learning,1,30,1.0,1.0,0.006968933361484044,0.0726934522252734,-0.004653483727334542,,-0.004701463018642336,-0.024678569306912285,0.014858716980653377,0.01793553500706492,0.0,0.0,False,0.9333333333333333,0.15178731812466317,135.0,26.5
zero_learning,2,30,1.0,0.5666666666666667,0.01849774091917245,0.057999975862509434,0.015454907663235484,,0.015716698432164607,-0.003793158797001411,0.03413919594026926,0.024971576260313093,0.0,0.0,False,0.9,0.15997594346714783,169.0,32.5
zero_learning,3,30,1.0,0.9,0.012745183453548026,0.06691402752594704,-0.004567631143707753,,-0.004361579564442793,-0.024496018235270763,0.01455488396138768,0.02762594707443445,0.0,0.0,False,0.9333333333333333,0.16255859670346284,158.0,32.0
zero_learning,4,30,1.0,0.6666666666666666,0.01776656434790637,0.06559606327142921,0.010174483512734155,,0.009855231789216342,-0.009298031177972746,0.02863015192461445,0.030148991739716947,0.0,0.0,False,0.8333333333333334,0.15639738323444397,190.0,34.0
zero_learning,5,30,1.0,0.9,0.008193539801068114,0.060042660300895216,-0.007384251835837597,,-0.0072437351592873275,-0.025102519044477318,0.010575025551116397,0.013856095917138298,0.0,0.0,False,0.9666666666666667,0.16164797782537488,219.5,43.0
zero_learning,6,30,0.9333333333333333,0.5333333333333333,0.032016503992299716,0.07858057445445059,-0.017918521223748866,,-0.017844013219890736,-0.04251308869020577,0.0056356115783472785,0.045761733184450835,0.0,0.0,False,0.8,0.16408613632318914,132.0,27.0
zero_learning,7,30,0.9333333333333333,0.4,0.03325458806772223,0.0818864952126768,0.023083223912571758,,0.022620628718286177,0.0009475809086015141,0.04562146384172721,0.043253455350544825,0.0,0.0,True,0.7333333333333333,0.15704809286898835,151.0,28.5
