scenario,replicate,n_players,coverage90,coverage50,rmse,unpooled_rmse,mean_bias,rank_spearman,mu_mean,mu90_low,mu90_high,tau_mean,true_mu,true_tau,mu_interval_excludes_zero,first_stage_coverage90,missing_fraction,median_observed,median_clusters
zero_learning,44,30,1.0,0.9333333333333333,0.009887507872371767,0.06193736258811802,0.002748694868885542,,0.0027579453400638815,-0.016631644519330958,0.021519465087301935,0.023594402544099124,0.0,0.0,False,0.9,0.15608599966141867,143.5,29.5
zero_learning,45,30,1.0,0.9,0.010287949454637655,0.07481360157719878,0.008826841663473485,,0.008791085369373173,-0.01150278479322193,0.028361402282012515,0.01759135076151488,0.0,0.0,False,0.9666666666666667,0.16319333119589607,139.0,29.0
zero_learning,46,30,1.0,0.8333333333333334,0.013075686902278135,0.07429116713505353,-0.0005778231963963269,,-0.0007820261632563899,-0.020207392954847022,0.020316524805923247,0.02874874253910721,0.0,0.0,False,0.8666666666666667,0.16349438750610057,142.5,29.0
zero_learning,47,30,1.0,0.9666666666666667,0.01256450224002683,0.07424674299970496,-0.004358779558997177,,-0.004508090331090229,-0.024361766624492357,0.01610178205055688,0.027001190246345664,0.0,0.0,False,0.9333333333333333,0.16991770801584882,154.0,32.0
zero_learning,48,30,0.9333333333333333,0.6,0.03220967390757151,0.07706630259207196,-0.01615982336870007,,-0.016745092350142713,-0.03862096990343478,0.004608759809220414,0.045563923349296764,0.0,0.0,False,0.7666666666666667,0.1587878787878788,158.0,31.5
zero_learning,49,30,1.0,1.0,0.007249580218606518,0.06479829419593112,0.002348609533103263,,0.0022159169611609226,-0.015881016803704285,0.021582404597274882,0.019763157079491556,0.0,0.0,False,0.9666666666666667,0.15774173806609548,183.0,35.0
zero_learning,50,30,1.0,0.9333333333333333,0.00842512156728854,0.06413362491588756,-0.004442988284564314,,-0.0041464034881051005,-0.022257464686236822,0.014991532676814757,0.020128671333118457,0.0,0.0,False,0.9333333333333333,0.16651759093619556,159.5,33.5
zero_learning,51,30,1.0,0.9333333333333333,0.008375580911471175,0.058304101200954854,-0.007208017646045656,,-0.0070451416943094715,-0.026869013046028987,0.012347829312692118,0.01538057368662145,0.0,0.0,False,0.9333333333333333,0.16136711443632035,126.5,25.5
zero_learning,52,30,1.0,1.0,0.006849078679721272,0.06675197332518228,0.0007814096820147163,,0.0006911507722524395,-0.017823444072063856,0.019230772142006674,0.019365014725775738,0.0,0.0,False,0.9,0.16544064618491272,186.0,37.5
zero_learning,53,30,1.0,0.9333333333333333,0.010026861446678833,0.06090094540378202,-0.0035385539249323,,-0.0034744889853531653,-0.021872508965354715,0.01657583613575161,0.02402841496166454,0.0,0.0,False,0.9333333333333333,0.15379806189434198,157.5,31.5
zero_learning,54,30,1.0,0.9333333333333333,0.0141514923931455,0.07977727674971931,-0.001948066819522071,,-0.002110395066264834,-0.024471879588778996,0.019933883042490642,0.03233041783424557,0.0,0.0,False,0.8666666666666667,0.16726618705035967,115.5,24.5
zero_learning,55,30,1.0,1.0,0.010148151829442507,0.07576042815439049,0.0016491399760354894,,0.0015360380960384706,-0.019514237511428667,0.021881142306450198,0.025290811376635792,0.0,0.0,False,0.8666666666666667,0.15868318845940443,124.5,24.5
zero_learning,56,30,1.0,0.7,0.015562906995747635,0.08281637104787255,-0.01016297031419247,,-0.009985796558122813,-0.028258150814232906,0.008506178799979617,0.026058137819704577,0.0,0.0,False,0.8333333333333334,0.15891579526692345,180.0,35.5
zero_learning,57,30,1.0,0.9333333333333333,0.006495820889285122,0.05433491914258694,0.004396113923720502,,0.004195864334148496,-0.013501886457967592,0.020448406274388955,0.015728711375310324,0.0,0.0,False,0.9,0.1663622312772236,185.0,38.5
zero_learning,58,30,1.0,1.0,0.007215926407169252,0.06541883946838412,0.0033547329770712377,,0.0032908174712184576,-0.01628669915862666,0.022892310910569844,0.019531848397474887,0.0,0.0,False,0.9,0.1646187775677379,178.5,37.0
zero_learning,59,30,1.0,0.6666666666666666,0.019213928413304843,0.08387318590409469,-0.013718031910679043,,-0.013931337984241687,-0.03797290523302098,0.009661406433193742,0.031188975030089095,0.0,0.0,False,0.8666666666666667,0.16743158252592216,133.5,27.5
