stage,specification,x,y,restriction,high_information,negative_control,method,bins,baseline_group,n,mean_followup_percentile,mean_percentile_ci90_low,mean_percentile_ci90_high,top_quartile_followup_rate
full_year,absz_attack_angle__log_kernel_h2_m5,log_kernel_h2_m5,absz_attack_angle,all,False,False,unpooled,10,5,48,0.5302100958826848,0.46756556683587136,0.5991945149464185,0.2916666666666667
full_year,absz_attack_angle__log_kernel_h2_m5,log_kernel_h2_m5,absz_attack_angle,all,False,False,unpooled,10,6,51,0.4687137122192362,0.4103463720513586,0.5295013436846819,0.17647058823529413
full_year,absz_attack_angle__log_kernel_h2_m5,log_kernel_h2_m5,absz_attack_angle,all,False,False,unpooled,10,7,52,0.49036834569829496,0.4286883378888455,0.5580242092932447,0.23076923076923078
full_year,absz_attack_angle__log_kernel_h2_m5,log_kernel_h2_m5,absz_attack_angle,all,False,False,unpooled,10,8,50,0.5484602368866328,0.4837868020304568,0.6133688663282572,0.32
full_year,absz_attack_angle__log_kernel_h2_m5,log_kernel_h2_m5,absz_attack_angle,all,False,False,unpooled,10,9,44,0.5282264267035841,0.4639497769573912,0.5963332564220889,0.2727272727272727
full_year,absz_attack_angle__log_kernel_h2_m5,log_kernel_h2_m5,absz_attack_angle,all,False,False,unpooled,10,10,44,0.54476234425473,0.4716774342408861,0.6189547761882787,0.29545454545454547
full_year,absz_attack_angle__log_kernel_h2_m5,log_kernel_h2_m5,absz_attack_angle,all,False,False,pooled,4,1,123,0.4795028407136864,0.4321055672485659,0.5245401895643321,0.25203252032520324
full_year,absz_attack_angle__log_kernel_h2_m5,log_kernel_h2_m5,absz_attack_angle,all,False,False,pooled,4,2,101,0.5013904943793872,0.45270643815650596,0.5489437268599957,0.2871287128712871
full_year,absz_attack_angle__log_kernel_h2_m5,log_kernel_h2_m5,absz_attack_angle,all,False,False,pooled,4,3,118,0.5193868479164875,0.47876623935300694,0.5590230577303621,0.2711864406779661
full_year,absz_attack_angle__log_kernel_h2_m5,log_kernel_h2_m5,absz_attack_angle,all,False,False,pooled,4,4,123,0.5122845390890457,0.46899288789842214,0.556601736068122,0.2764227642276423
full_year,absz_attack_angle__log_kernel_h2_m5,log_kernel_h2_m5,absz_attack_angle,all,False,False,pooled,10,1,53,0.4188136513105386,0.34796794687609744,0.493144015579606,0.24528301886792453
full_year,absz_attack_angle__log_kernel_h2_m5,log_kernel_h2_m5,absz_attack_angle,all,False,False,pooled,10,2,44,0.554260882941086,0.48096254422396556,0.619546992770343,0.2727272727272727
full_year,absz_attack_angle__log_kernel_h2_m5,log_kernel_h2_m5,absz_attack_angle,all,False,False,pooled,10,3,49,0.4835284367554128,0.411495562692082,0.550973790531441,0.2653061224489796
full_year,absz_attack_angle__log_kernel_h2_m5,log_kernel_h2_m5,absz_attack_angle,all,False,False,pooled,10,4,41,0.4416450002063473,0.36781395732739053,0.5193574346910981,0.21951219512195122
full_year,absz_attack_angle__log_kernel_h2_m5,log_kernel_h2_m5,absz_attack_angle,all,False,False,pooled,10,5,37,0.5739013124799927,0.49536744866694093,0.6492271459276535,0.35135135135135137
full_year,absz_attack_angle__log_kernel_h2_m5,log_kernel_h2_m5,absz_attack_angle,all,False,False,pooled,10,6,47,0.46176692947402537,0.4007758217230083,0.5199517586492421,0.1702127659574468
full_year,absz_attack_angle__log_kernel_h2_m5,log_kernel_h2_m5,absz_attack_angle,all,False,False,pooled,10,7,46,0.5656955786066356,0.4937412638858237,0.6341517692930184,0.34782608695652173
full_year,absz_attack_angle__log_kernel_h2_m5,log_kernel_h2_m5,absz_attack_angle,all,False,False,pooled,10,8,50,0.5450423011844332,0.47765989847715745,0.6103807106598984,0.34
full_year,absz_attack_angle__log_kernel_h2_m5,log_kernel_h2_m5,absz_attack_angle,all,False,False,pooled,10,9,45,0.48676442940402326,0.4194341041549164,0.5510095882684715,0.2222222222222222
full_year,absz_attack_angle__log_kernel_h2_m5,log_kernel_h2_m5,absz_attack_angle,all,False,False,pooled,10,10,53,0.5173035788398301,0.4484963126137343,0.5844219902308208,0.2830188679245283
full_year,absz_attack_angle__log_kernel_h2_m20,log_kernel_h2_m20,absz_attack_angle,all,False,False,unpooled,4,1,108,0.4806667920035095,0.4379300620417371,0.5239166196653506,0.21296296296296297
full_year,absz_attack_angle__log_kernel_h2_m20,log_kernel_h2_m20,absz_attack_angle,all,False,False,unpooled,4,2,118,0.5076428919670768,0.4692814534400185,0.5466746967220166,0.19491525423728814
full_year,absz_attack_angle__log_kernel_h2_m20,log_kernel_h2_m20,absz_attack_angle,all,False,False,unpooled,4,3,126,0.5114951790078694,0.4690858915478204,0.5531255875164504,0.2619047619047619
full_year,absz_attack_angle__log_kernel_h2_m20,log_kernel_h2_m20,absz_attack_angle,all,False,False,unpooled,4,4,113,0.5263390383780303,0.48150652112064446,0.5717959660392615,0.2831858407079646
full_year,absz_attack_angle__log_kernel_h2_m20,log_kernel_h2_m20,absz_attack_angle,all,False,False,unpooled,10,1,40,0.4881133671742809,0.41523900169204736,0.5626078680203046,0.275
full_year,absz_attack_angle__log_kernel_h2_m20,log_kernel_h2_m20,absz_attack_angle,all,False,False,unpooled,10,2,43,0.47796403415574695,0.40847007437138466,0.5469916971628696,0.20930232558139536
full_year,absz_attack_angle__log_kernel_h2_m20,log_kernel_h2_m20,absz_attack_angle,all,False,False,unpooled,10,3,50,0.516818950930626,0.46263451776649744,0.5715871404399323,0.18
full_year,absz_attack_angle__log_kernel_h2_m20,log_kernel_h2_m20,absz_attack_angle,all,False,False,unpooled,10,4,45,0.4554427523970671,0.3924929498025944,0.5185655198345552,0.1111111111111111
full_year,absz_attack_angle__log_kernel_h2_m20,log_kernel_h2_m20,absz_attack_angle,all,False,False,unpooled,10,5,48,0.5291878172588832,0.4705865764241398,0.5886315566835871,0.25
full_year,absz_attack_angle__log_kernel_h2_m20,log_kernel_h2_m20,absz_attack_angle,all,False,False,unpooled,10,6,49,0.5051452052902379,0.44026554784350286,0.5711246935322352,0.22448979591836735
full_year,absz_attack_angle__log_kernel_h2_m20,log_kernel_h2_m20,absz_attack_angle,all,False,False,unpooled,10,7,50,0.5128595600676819,0.4392741116751269,0.5833282571912013,0.26
full_year,absz_attack_angle__log_kernel_h2_m20,log_kernel_h2_m20,absz_attack_angle,all,False,False,unpooled,10,8,53,0.5004788813332056,0.4418590173355043,0.5604731347572071,0.3018867924528302
full_year,absz_attack_angle__log_kernel_h2_m20,log_kernel_h2_m20,absz_attack_angle,all,False,False,unpooled,10,9,44,0.5303030303030304,0.46533994770035375,0.5974080910629133,0.25
full_year,absz_attack_angle__log_kernel_h2_m20,log_kernel_h2_m20,absz_attack_angle,all,False,False,unpooled,10,10,43,0.5504859717467439,0.470979419981899,0.6234958485814347,0.32558139534883723
full_year,absz_attack_angle__log_kernel_h2_m20,log_kernel_h2_m20,absz_attack_angle,all,False,False,pooled,4,1,121,0.46287284473717333,0.4170295479017214,0.5117359567059613,0.24793388429752067
full_year,absz_attack_angle__log_kernel_h2_m20,log_kernel_h2_m20,absz_attack_angle,all,False,False,pooled,4,2,104,0.5131296368606013,0.4703761551477288,0.5595641351034752,0.25
full_year,absz_attack_angle__log_kernel_h2_m20,log_kernel_h2_m20,absz_attack_angle,all,False,False,pooled,4,3,116,0.5469251414901686,0.5026635159577573,0.5913326331757979,0.33620689655172414
full_year,absz_attack_angle__log_kernel_h2_m20,log_kernel_h2_m20,absz_attack_angle,all,False,False,pooled,4,4,124,0.499590633699034,0.4594972981824135,0.5416107199388679,0.25806451612903225
full_year,absz_attack_angle__log_kernel_h2_m20,log_kernel_h2_m20,absz_attack_angle,all,False,False,pooled,10,1,53,0.4358299013504454,0.3658669348402132,0.5133192861475593,0.2830188679245283
full_year,absz_attack_angle__log_kernel_h2_m20,log_kernel_h2_m20,absz_attack_angle,all,False,False,pooled,10,2,45,0.4944350441812371,0.42114495205865765,0.5639706711787933,0.2
full_year,absz_attack_angle__log_kernel_h2_m20,log_kernel_h2_m20,absz_attack_angle,all,False,False,pooled,10,3,45,0.48510998307952635,0.4071141191953374,0.5552152660274488,0.3111111111111111
full_year,absz_attack_angle__log_kernel_h2_m20,log_kernel_h2_m20,absz_attack_angle,all,False,False,pooled,10,4,44,0.519958467928011,0.4482656514382402,0.5881268266420551,0.2727272727272727
full_year,absz_attack_angle__log_kernel_h2_m20,log_kernel_h2_m20,absz_attack_angle,all,False,False,pooled,10,5,38,0.5083266541989491,0.4400213732300294,0.5784731498797755,0.15789473684210525
full_year,absz_attack_angle__log_kernel_h2_m20,log_kernel_h2_m20,absz_attack_angle,all,False,False,pooled,10,6,45,0.5430532054897537,0.46919909757473205,0.6151344237638654,0.3333333333333333
full_year,absz_attack_angle__log_kernel_h2_m20,log_kernel_h2_m20,absz_attack_angle,all,False,False,pooled,10,7,48,0.5589396503102086,0.4881221799210378,0.6261703327693176,0.3541666666666667
full_year,absz_attack_angle__log_kernel_h2_m20,log_kernel_h2_m20,absz_attack_angle,all,False,False,pooled,10,8,46,0.5399102479217242,0.4686640182446848,0.6158022511586846,0.34782608695652173
full_year,absz_attack_angle__log_kernel_h2_m20,log_kernel_h2_m20,absz_attack_angle,all,False,False,pooled,10,9,49,0.46664249456127627,0.4078179495148313,0.5230360164370316,0.1836734693877551
full_year,absz_attack_angle__log_kernel_h2_m20,log_kernel_h2_m20,absz_attack_angle,all,False,False,pooled,10,10,52,0.5081673825328648,0.4442519198229859,0.5736317193804502,0.2692307692307692
full_year,absz_attack_angle__linear_exposure_pitcher,linear_exposure_pitcher,absz_attack_angle,all,False,False,unpooled,4,1,109,0.45873888138592656,0.4141154007358078,0.5012201369161272,0.2018348623853211
full_year,absz_attack_angle__linear_exposure_pitcher,linear_exposure_pitcher,absz_attack_angle,all,False,False,unpooled,4,2,122,0.5415938531524783,0.5005304984605143,0.5796378741227706,0.2786885245901639
full_year,absz_attack_angle__linear_exposure_pitcher,linear_exposure_pitcher,absz_attack_angle,all,False,False,unpooled,4,3,124,0.5064952786419955,0.4673967032367229,0.5432707002892855,0.21774193548387097
full_year,absz_attack_angle__linear_exposure_pitcher,linear_exposure_pitcher,absz_attack_angle,all,False,False,unpooled,4,4,110,0.5217658821719736,0.4752745731425936,0.5699477003537917,0.3
full_year,absz_attack_angle__linear_exposure_pitcher,linear_exposure_pitcher,absz_attack_angle,all,False,False,unpooled,10,1,39,0.4530999175669227,0.3691917219836001,0.5331142348908847,0.23076923076923078
full_year,absz_attack_angle__linear_exposure_pitcher,linear_exposure_pitcher,absz_attack_angle,all,False,False,unpooled,10,2,47,0.4580588256471181,0.39981639485905607,0.5171886812830759,0.1702127659574468
full_year,absz_attack_angle__linear_exposure_pitcher,linear_exposure_pitcher,absz_attack_angle,all,False,False,unpooled,10,3,48,0.5018330513254371,0.43889770163564584,0.5675831923293853,0.20833333333333334
full_year,absz_attack_angle__linear_exposure_pitcher,linear_exposure_pitcher,absz_attack_angle,all,False,False,unpooled,10,4,49,0.5483096792016299,0.4825201146448427,0.6190269001001415,0.3469387755102041
full_year,absz_attack_angle__linear_exposure_pitcher,linear_exposure_pitcher,absz_attack_angle,all,False,False,unpooled,10,5,48,0.5400451212633953,0.48078644952058663,0.6010187535250987,0.25
full_year,absz_attack_angle__linear_exposure_pitcher,linear_exposure_pitcher,absz_attack_angle,all,False,False,unpooled,10,6,53,0.5289244325256202,0.46582862433355676,0.5930402579574116,0.24528301886792453
full_year,absz_attack_angle__linear_exposure_pitcher,linear_exposure_pitcher,absz_attack_angle,all,False,False,unpooled,10,7,46,0.48153461340395787,0.41916427573015524,0.5416372397557566,0.17391304347826086
full_year,absz_attack_angle__linear_exposure_pitcher,linear_exposure_pitcher,absz_attack_angle,all,False,False,unpooled,10,8,51,0.5285657410172191,0.46550048107229347,0.5953949769417072,0.27450980392156865
full_year,absz_attack_angle__linear_exposure_pitcher,linear_exposure_pitcher,absz_attack_angle,all,False,False,unpooled,10,9,44,0.4950007691124441,0.418891324411629,0.5629210890632211,0.2727272727272727
full_year,absz_attack_angle__linear_exposure_pitcher,linear_exposure_pitcher,absz_attack_angle,all,False,False,unpooled,10,10,40,0.531979695431472,0.4472208121827411,0.616478426395939,0.325
full_year,absz_attack_angle__linear_exposure_pitcher,linear_exposure_pitcher,absz_attack_angle,all,False,False,pooled,4,1,129,0.48631933787169296,0.4404163223547003,0.5292658613045815,0.26356589147286824
full_year,absz_attack_angle__linear_exposure_pitcher,linear_exposure_pitcher,absz_attack_angle,all,False,False,pooled,4,2,102,0.5031518529577651,0.45578447961248797,0.5496839852692346,0.27450980392156865
full_year,absz_attack_angle__linear_exposure_pitcher,linear_exposure_pitcher,absz_attack_angle,all,False,False,pooled,4,3,111,0.5375908903827686,0.49216475358607337,0.5855215621713082,0.3063063063063063
full_year,absz_attack_angle__linear_exposure_pitcher,linear_exposure_pitcher,absz_attack_angle,all,False,False,pooled,4,4,123,0.4972074340032741,0.4559469274895795,0.5389824329715378,0.2601626016260163
full_year,absz_attack_angle__linear_exposure_pitcher,linear_exposure_pitcher,absz_attack_angle,all,False,False,pooled,10,1,55,0.45089986155976003,0.38409475465313025,0.5124442393477927,0.2
full_year,absz_attack_angle__linear_exposure_pitcher,linear_exposure_pitcher,absz_attack_angle,all,False,False,pooled,10,2,50,0.47238578680203047,0.40601353637901855,0.5384873096446701,0.26
full_year,absz_attack_angle__linear_exposure_pitcher,linear_exposure_pitcher,absz_attack_angle,all,False,False,pooled,10,3,44,0.5286109829257037,0.4471562067374251,0.6075180741424396,0.36363636363636365
full_year,absz_attack_angle__linear_exposure_pitcher,linear_exposure_pitcher,absz_attack_angle,all,False,False,pooled,10,4,41,0.4950476662127027,0.41675333250794433,0.5744377037679005,0.24390243902439024
full_year,absz_attack_angle__linear_exposure_pitcher,linear_exposure_pitcher,absz_attack_angle,all,False,False,pooled,10,5,41,0.5385869340926912,0.4600511741158021,0.6116049688415666,0.2926829268292683
full_year,absz_attack_angle__linear_exposure_pitcher,linear_exposure_pitcher,absz_attack_angle,all,False,False,pooled,10,6,43,0.5536733168063588,0.47383229055994963,0.6348128910400188,0.3488372093023256
full_year,absz_attack_angle__linear_exposure_pitcher,linear_exposure_pitcher,absz_attack_angle,all,False,False,pooled,10,7,49,0.5385717738872199,0.4670637798266515,0.6071860216167685,0.30612244897959184
full_year,absz_attack_angle__linear_exposure_pitcher,linear_exposure_pitcher,absz_attack_angle,all,False,False,pooled,10,8,42,0.4908145999516557,0.41881798404641046,0.5594593505761017,0.21428571428571427
full_year,absz_attack_angle__linear_exposure_pitcher,linear_exposure_pitcher,absz_attack_angle,all,False,False,pooled,10,9,50,0.5481218274111676,0.4775126903553299,0.6155008460236886,0.34
full_year,absz_attack_angle__linear_exposure_pitcher,linear_exposure_pitcher,absz_attack_angle,all,False,False,pooled,10,10,50,0.4522165820642979,0.3896108291032149,0.5198697123519459,0.2
full_year,absz_attack_angle__saturating_exposure_pitcher,saturating_exposure_pitcher,absz_attack_angle,all,False,False,unpooled,4,1,104,0.46359654899894626,0.41932955742887246,0.505434997365648,0.20192307692307693
full_year,absz_attack_angle__saturating_exposure_pitcher,saturating_exposure_pitcher,absz_attack_angle,all,False,False,unpooled,4,2,126,0.5252228745379431,0.4871242389649924,0.56158200152207,0.25396825396825395
full_year,absz_attack_angle__saturating_exposure_pitcher,saturating_exposure_pitcher,absz_attack_angle,all,False,False,unpooled,4,3,120,0.49129566210045655,0.45012699771689496,0.5300399543378995,0.2
full_year,absz_attack_angle__saturating_exposure_pitcher,saturating_exposure_pitcher,absz_attack_angle,all,False,False,unpooled,4,4,110,0.5039850560398503,0.4586067870485679,0.5493049501867995,0.2545454545454545
full_year,absz_attack_angle__saturating_exposure_pitcher,saturating_exposure_pitcher,absz_attack_angle,all,False,False,unpooled,10,1,41,0.45408035415970605,0.3784538924156365,0.5310077681256264,0.21951219512195122
full_year,absz_attack_angle__saturating_exposure_pitcher,saturating_exposure_pitcher,absz_attack_angle,all,False,False,unpooled,10,2,42,0.4455724070450097,0.38362075994781475,0.51066943900848,0.16666666666666666
full_year,absz_attack_angle__saturating_exposure_pitcher,saturating_exposure_pitcher,absz_attack_angle,all,False,False,unpooled,10,3,48,0.5037100456621004,0.4471871432648402,0.5615100599315068,0.1875
full_year,absz_attack_angle__saturating_exposure_pitcher,saturating_exposure_pitcher,absz_attack_angle,all,False,False,unpooled,10,4,50,0.49989726027397263,0.43810787671232876,0.560513698630137,0.24
full_year,absz_attack_angle__saturating_exposure_pitcher,saturating_exposure_pitcher,absz_attack_angle,all,False,False,unpooled,10,5,49,0.5691396421582332,0.5008474280123008,0.6309651942968969,0.32653061224489793
full_year,absz_attack_angle__saturating_exposure_pitcher,saturating_exposure_pitcher,absz_attack_angle,all,False,False,unpooled,10,6,49,0.4699294101202125,0.40409036902432205,0.5306139921722114,0.16326530612244897
full_year,absz_attack_angle__saturating_exposure_pitcher,saturating_exposure_pitcher,absz_attack_angle,all,False,False,unpooled,10,7,46,0.537559559261465,0.47131104824300174,0.6141155449672424,0.2826086956521739
full_year,absz_attack_angle__saturating_exposure_pitcher,saturating_exposure_pitcher,absz_attack_angle,all,False,False,unpooled,10,8,49,0.462730640201286,0.4010116717920045,0.5253092675426334,0.16326530612244897
full_year,absz_attack_angle__saturating_exposure_pitcher,saturating_exposure_pitcher,absz_attack_angle,all,False,False,unpooled,10,9,44,0.5240115193026151,0.45521871108343703,0.5929852895392277,0.22727272727272727
full_year,absz_attack_angle__saturating_exposure_pitcher,saturating_exposure_pitcher,absz_attack_angle,all,False,False,unpooled,10,10,42,0.4978392041748207,0.41865011415525116,0.5752221950424005,0.30952380952380953
full_year,absz_attack_angle__saturating_exposure_pitcher,saturating_exposure_pitcher,absz_attack_angle,all,False,False,pooled,4,1,129,0.43817696718700216,0.395137119040034,0.4810774397366465,0.18604651162790697
full_year,absz_attack_angle__saturating_exposure_pitcher,saturating_exposure_pitcher,absz_attack_angle,all,False,False,pooled,4,2,100,0.5617294520547944,0.5127876712328767,0.6103792808219178,0.35
full_year,absz_attack_angle__saturating_exposure_pitcher,saturating_exposure_pitcher,absz_attack_angle,all,False,False,pooled,4,3,108,0.5569507864028411,0.5126189117199391,0.5993063483003552,0.2962962962962963
full_year,absz_attack_angle__saturating_exposure_pitcher,saturating_exposure_pitcher,absz_attack_angle,all,False,False,pooled,4,4,123,0.462433177413966,0.4195971154917029,0.5063836451720681,0.22764227642276422
full_year,absz_attack_angle__saturating_exposure_pitcher,saturating_exposure_pitcher,absz_attack_angle,all,False,False,pooled,10,1,54,0.43962455606291223,0.37296898782343996,0.5092592592592593,0.18518518518518517
full_year,absz_attack_angle__saturating_exposure_pitcher,saturating_exposure_pitcher,absz_attack_angle,all,False,False,pooled,10,2,50,0.38842465753424654,0.3261558219178083,0.4540359589041096,0.08
full_year,absz_attack_angle__saturating_exposure_pitcher,saturating_exposure_pitcher,absz_attack_angle,all,False,False,pooled,10,3,49,0.577002376292983,0.503954081632653,0.6486493570030752,0.4489795918367347
full_year,absz_attack_angle__saturating_exposure_pitcher,saturating_exposure_pitcher,absz_attack_angle,all,False,False,pooled,10,4,34,0.4853948428686544,0.40435888396454467,0.5785631547139405,0.20588235294117646
full_year,absz_attack_angle__saturating_exposure_pitcher,saturating_exposure_pitcher,absz_attack_angle,all,False,False,pooled,10,5,42,0.5895303326810176,0.5100925472928899,0.6666911285061969,0.38095238095238093
full_year,absz_attack_angle__saturating_exposure_pitcher,saturating_exposure_pitcher,absz_attack_angle,all,False,False,pooled,10,6,42,0.5495759947814741,0.48208170254403143,0.6189844259621659,0.30952380952380953
full_year,absz_attack_angle__saturating_exposure_pitcher,saturating_exposure_pitcher,absz_attack_angle,all,False,False,pooled,10,7,44,0.5596201743462017,0.48528759339975097,0.6328339041095891,0.29545454545454547
full_year,absz_attack_angle__saturating_exposure_pitcher,saturating_exposure_pitcher,absz_attack_angle,all,False,False,pooled,10,8,46,0.5373362120309707,0.4741177784395473,0.6027825342465754,0.2608695652173913
full_year,absz_attack_angle__saturating_exposure_pitcher,saturating_exposure_pitcher,absz_attack_angle,all,False,False,pooled,10,9,49,0.45560176125244617,0.38317549622588765,0.5319192060385798,0.2653061224489796
full_year,absz_attack_angle__saturating_exposure_pitcher,saturating_exposure_pitcher,absz_attack_angle,all,False,False,pooled,10,10,50,0.44565068493150684,0.38124657534246575,0.5171352739726027,0.18
full_year,absz_attack_direction__log_exposure_pitcher,log_exposure_pitcher,absz_attack_direction,all,False,False,unpooled,4,1,105,0.5033518652807992,0.45896704536298444,0.5486721456772218,0.22857142857142856
full_year,absz_attack_direction__log_exposure_pitcher,log_exposure_pitcher,absz_attack_direction,all,False,False,unpooled,4,2,127,0.45713924084362556,0.4220692273871857,0.4937340954208136,0.16535433070866143
full_year,absz_attack_direction__log_exposure_pitcher,log_exposure_pitcher,absz_attack_direction,all,False,False,unpooled,4,3,127,0.5189722477583704,0.4814647534540416,0.5541588392821455,0.2204724409448819
full_year,absz_attack_direction__log_exposure_pitcher,log_exposure_pitcher,absz_attack_direction,all,False,False,unpooled,4,4,106,0.5187402228394471,0.46928135874596943,0.5709630303610765,0.32075471698113206
full_year,absz_attack_direction__log_exposure_pitcher,log_exposure_pitcher,absz_attack_direction,all,False,False,unpooled,10,1,38,0.5073915753851633,0.4244634428711373,0.5943605842016207,0.2894736842105263
full_year,absz_attack_direction__log_exposure_pitcher,log_exposure_pitcher,absz_attack_direction,all,False,False,unpooled,10,2,45,0.4626245534874976,0.40105846963714986,0.5202500470013159,0.1111111111111111
full_year,absz_attack_direction__log_exposure_pitcher,log_exposure_pitcher,absz_attack_direction,all,False,False,unpooled,10,3,50,0.4976649746192894,0.43566666666666665,0.56417089678511,0.22
full_year,absz_attack_direction__log_exposure_pitcher,log_exposure_pitcher,absz_attack_direction,all,False,False,unpooled,10,4,52,0.4469282832226994,0.39387609006898355,0.5034979825588962,0.15384615384615385
full_year,absz_attack_direction__log_exposure_pitcher,log_exposure_pitcher,absz_attack_direction,all,False,False,unpooled,10,5,47,0.48268351513842395,0.41829571227994383,0.551881052669475,0.2127659574468085
full_year,absz_attack_direction__log_exposure_pitcher,log_exposure_pitcher,absz_attack_direction,all,False,False,unpooled,10,6,52,0.5161395288298841,0.46099342704672647,0.5708756345177664,0.21153846153846154
full_year,absz_attack_direction__log_exposure_pitcher,log_exposure_pitcher,absz_attack_direction,all,False,False,unpooled,10,7,50,0.5177326565143824,0.45486463620981393,0.5801167512690355,0.2
full_year,absz_attack_direction__log_exposure_pitcher,log_exposure_pitcher,absz_attack_direction,all,False,False,unpooled,10,8,51,0.5385521382834014,0.47429912743439173,0.6025248001061676,0.27450980392156865
full_year,absz_attack_direction__log_exposure_pitcher,log_exposure_pitcher,absz_attack_direction,all,False,False,unpooled,10,9,43,0.5783850785031283,0.5028292606146461,0.652839098099398,0.3953488372093023
full_year,absz_attack_direction__log_exposure_pitcher,log_exposure_pitcher,absz_attack_direction,all,False,False,unpooled,10,10,37,0.42792792792792794,0.3489824850230942,0.5084831023917318,0.2702702702702703
full_year,absz_attack_direction__log_exposure_pitcher,log_exposure_pitcher,absz_attack_direction,all,False,False,pooled,4,1,126,0.4864636209813875,0.4427832836462279,0.524568930787205,0.23015873015873015
full_year,absz_attack_direction__log_exposure_pitcher,log_exposure_pitcher,absz_attack_direction,all,False,False,pooled,4,2,109,0.47615610301308625,0.42991974417485523,0.521834396684208,0.22018348623853212
full_year,absz_attack_direction__log_exposure_pitcher,log_exposure_pitcher,absz_attack_direction,all,False,False,pooled,4,3,112,0.5217095721537347,0.4776075658689872,0.5654829888808316,0.2767857142857143
full_year,absz_attack_direction__log_exposure_pitcher,log_exposure_pitcher,absz_attack_direction,all,False,False,pooled,4,4,118,0.5118586710258395,0.46616765608420085,0.5584358599328917,0.3474576271186441
full_year,absz_attack_direction__log_exposure_pitcher,log_exposure_pitcher,absz_attack_direction,all,False,False,pooled,10,1,50,0.43915397631133674,0.35938409475465316,0.5171810490693739,0.24
full_year,absz_attack_direction__log_exposure_pitcher,log_exposure_pitcher,absz_attack_direction,all,False,False,pooled,10,2,49,0.52921371594323,0.4542957284436618,0.5969508615628991,0.24489795918367346
full_year,absz_attack_direction__log_exposure_pitcher,log_exposure_pitcher,absz_attack_direction,all,False,False,pooled,10,3,49,0.5142270106011948,0.44480990365689427,0.5810870541109845,0.2653061224489796
full_year,absz_attack_direction__log_exposure_pitcher,log_exposure_pitcher,absz_attack_direction,all,False,False,pooled,10,4,44,0.48365636055991384,0.4164666974311645,0.5521573604060913,0.18181818181818182
full_year,absz_attack_direction__log_exposure_pitcher,log_exposure_pitcher,absz_attack_direction,all,False,False,pooled,10,5,43,0.4378664463070082,0.37323613898398456,0.5044130956597017,0.18604651162790697
full_year,absz_attack_direction__log_exposure_pitcher,log_exposure_pitcher,absz_attack_direction,all,False,False,pooled,10,6,40,0.4766074450084602,0.4010406091370558,0.5447208121827412,0.225
full_year,absz_attack_direction__log_exposure_pitcher,log_exposure_pitcher,absz_attack_direction,all,False,False,pooled,10,7,50,0.5237901861252116,0.45626565143824027,0.5862250423011844,0.28
full_year,absz_attack_direction__log_exposure_pitcher,log_exposure_pitcher,absz_attack_direction,all,False,False,pooled,10,8,44,0.5640670666051377,0.4822450392247347,0.641143670204584,0.38636363636363635
full_year,absz_attack_direction__log_exposure_pitcher,log_exposure_pitcher,absz_attack_direction,all,False,False,pooled,10,9,44,0.4841947392708814,0.4029380095369943,0.557114290109214,0.29545454545454547
full_year,absz_attack_direction__log_exposure_pitcher,log_exposure_pitcher,absz_attack_direction,all,False,False,pooled,10,10,52,0.5279513210985293,0.4634501496811142,0.5991181830014317,0.36538461538461536
full_year,absz_attack_direction__log_exposure_pa,log_exposure_pa,absz_attack_direction,all,False,False,unpooled,4,1,113,0.4846632668366581,0.4430245987700615,0.5294075296235189,0.2743362831858407
full_year,absz_attack_direction__log_exposure_pa,log_exposure_pa,absz_attack_direction,all,False,False,unpooled,4,2,124,0.5309185347184253,0.48953116457080376,0.5734984964461453,0.27419354838709675
full_year,absz_attack_direction__log_exposure_pa,log_exposure_pa,absz_attack_direction,all,False,False,unpooled,4,3,117,0.5101332753875127,0.472342459800087,0.5508481819498768,0.21367521367521367
full_year,absz_attack_direction__log_exposure_pa,log_exposure_pa,absz_attack_direction,all,False,False,unpooled,4,4,110,0.5160092449922958,0.47271109399075506,0.5591679506933744,0.24545454545454545
full_year,absz_attack_direction__log_exposure_pa,log_exposure_pa,absz_attack_direction,all,False,False,unpooled,10,1,38,0.49817127564674407,0.4206935771632471,0.5825735950044603,0.2894736842105263
full_year,absz_attack_direction__log_exposure_pa,log_exposure_pa,absz_attack_direction,all,False,False,unpooled,10,2,49,0.4541162227602906,0.3895001729505362,0.5258855067450708,0.20408163265306123
full_year,absz_attack_direction__log_exposure_pa,log_exposure_pa,absz_attack_direction,all,False,False,unpooled,10,3,52,0.5174054758800521,0.45015482398956974,0.5800684485006519,0.28846153846153844
full_year,absz_attack_direction__log_exposure_pa,log_exposure_pa,absz_attack_direction,all,False,False,unpooled,10,4,49,0.522224143894846,0.4499550328606019,0.5908180560359738,0.2857142857142857
full_year,absz_attack_direction__log_exposure_pa,log_exposure_pa,absz_attack_direction,all,False,False,unpooled,10,5,49,0.54948114839156,0.4827758561051539,0.6109685230024212,0.30612244897959184
full_year,absz_attack_direction__log_exposure_pa,log_exposure_pa,absz_attack_direction,all,False,False,unpooled,10,6,50,0.47376271186440677,0.41285593220338984,0.5297661016949153,0.14
full_year,absz_attack_direction__log_exposure_pa,log_exposure_pa,absz_attack_direction,all,False,False,unpooled,10,7,43,0.5133819471817107,0.4467599527000395,0.5806405202995665,0.2558139534883721
