stage,specification,x,y,restriction,high_information,negative_control,method,bins,baseline_group,n,mean_followup_percentile,mean_percentile_ci90_low,mean_percentile_ci90_high,top_quartile_followup_rate
full_year,absz_swing_path_tilt__log_kernel_h1_m5,log_kernel_h1_m5,absz_swing_path_tilt,all,False,False,unpooled,4,1,107,0.43967210517978783,0.3919182638998891,0.4873412006969744,0.22429906542056074
full_year,absz_swing_path_tilt__log_kernel_h1_m5,log_kernel_h1_m5,absz_swing_path_tilt,all,False,False,unpooled,4,2,127,0.555725343654077,0.516961831042306,0.5922974776458028,0.2677165354330709
full_year,absz_swing_path_tilt__log_kernel_h1_m5,log_kernel_h1_m5,absz_swing_path_tilt,all,False,False,unpooled,4,3,120,0.49076271186440673,0.4470021186440678,0.5308827683615818,0.25
full_year,absz_swing_path_tilt__log_kernel_h1_m5,log_kernel_h1_m5,absz_swing_path_tilt,all,False,False,unpooled,4,4,111,0.5103908993739503,0.46884180790960456,0.5528042449228889,0.23423423423423423
full_year,absz_swing_path_tilt__log_kernel_h1_m5,log_kernel_h1_m5,absz_swing_path_tilt,all,False,False,unpooled,10,1,41,0.43784621744522517,0.35862753203803227,0.5219326167837949,0.24390243902439024
full_year,absz_swing_path_tilt__log_kernel_h1_m5,log_kernel_h1_m5,absz_swing_path_tilt,all,False,False,unpooled,10,2,44,0.4021956856702619,0.33291795069337443,0.4694241140215717,0.18181818181818182
full_year,absz_swing_path_tilt__log_kernel_h1_m5,log_kernel_h1_m5,absz_swing_path_tilt,all,False,False,unpooled,10,3,45,0.5516195856873822,0.4806723163841809,0.6178097928436912,0.28888888888888886
full_year,absz_swing_path_tilt__log_kernel_h1_m5,log_kernel_h1_m5,absz_swing_path_tilt,all,False,False,unpooled,10,4,52,0.5522490221642764,0.48776075619295967,0.6154058018252934,0.3076923076923077
full_year,absz_swing_path_tilt__log_kernel_h1_m5,log_kernel_h1_m5,absz_swing_path_tilt,all,False,False,unpooled,10,5,52,0.5468057366362451,0.4881861147327249,0.6017992177314211,0.21153846153846154
full_year,absz_swing_path_tilt__log_kernel_h1_m5,log_kernel_h1_m5,absz_swing_path_tilt,all,False,False,unpooled,10,6,50,0.47596610169491527,0.41724406779661016,0.5393,0.2
full_year,absz_swing_path_tilt__log_kernel_h1_m5,log_kernel_h1_m5,absz_swing_path_tilt,all,False,False,unpooled,10,7,51,0.4880525091392489,0.42043868394815553,0.547967763376537,0.23529411764705882
full_year,absz_swing_path_tilt__log_kernel_h1_m5,log_kernel_h1_m5,absz_swing_path_tilt,all,False,False,unpooled,10,8,45,0.5335404896421846,0.4574293785310735,0.602623352165725,0.3111111111111111
full_year,absz_swing_path_tilt__log_kernel_h1_m5,log_kernel_h1_m5,absz_swing_path_tilt,all,False,False,unpooled,10,9,47,0.45800576992426967,0.40034980165885325,0.5164659213847818,0.1276595744680851
full_year,absz_swing_path_tilt__log_kernel_h1_m5,log_kernel_h1_m5,absz_swing_path_tilt,all,False,False,unpooled,10,10,38,0.5610615521855489,0.48714763603925065,0.6401962533452275,0.3684210526315789
full_year,absz_swing_path_tilt__log_kernel_h1_m5,log_kernel_h1_m5,absz_swing_path_tilt,all,False,False,pooled,4,1,123,0.45961829957282624,0.41101143723301636,0.5088424968995452,0.2926829268292683
full_year,absz_swing_path_tilt__log_kernel_h1_m5,log_kernel_h1_m5,absz_swing_path_tilt,all,False,False,pooled,4,2,111,0.5536952206443732,0.5064681630783325,0.5948801343716599,0.2972972972972973
full_year,absz_swing_path_tilt__log_kernel_h1_m5,log_kernel_h1_m5,absz_swing_path_tilt,all,False,False,pooled,4,3,111,0.48770041227668354,0.4430516109329669,0.5302030844403726,0.23423423423423423
full_year,absz_swing_path_tilt__log_kernel_h1_m5,log_kernel_h1_m5,absz_swing_path_tilt,all,False,False,pooled,4,4,120,0.516822033898305,0.4728552259887006,0.5563587570621469,0.26666666666666666
full_year,absz_swing_path_tilt__log_kernel_h1_m5,log_kernel_h1_m5,absz_swing_path_tilt,all,False,False,pooled,10,1,49,0.43471117260463504,0.3569508820477343,0.5134140435835352,0.2653061224489796
full_year,absz_swing_path_tilt__log_kernel_h1_m5,log_kernel_h1_m5,absz_swing_path_tilt,all,False,False,pooled,10,2,52,0.48820078226857877,0.4177265319426336,0.5575961538461537,0.3076923076923077
full_year,absz_swing_path_tilt__log_kernel_h1_m5,log_kernel_h1_m5,absz_swing_path_tilt,all,False,False,pooled,10,3,49,0.5085956416464892,0.4359754410238672,0.5778294707713594,0.24489795918367346
full_year,absz_swing_path_tilt__log_kernel_h1_m5,log_kernel_h1_m5,absz_swing_path_tilt,all,False,False,pooled,10,4,42,0.5244148506860371,0.4485774818401937,0.5952502017756256,0.2857142857142857
full_year,absz_swing_path_tilt__log_kernel_h1_m5,log_kernel_h1_m5,absz_swing_path_tilt,all,False,False,pooled,10,5,42,0.5799838579499597,0.503139628732849,0.6536279257465698,0.38095238095238093
full_year,absz_swing_path_tilt__log_kernel_h1_m5,log_kernel_h1_m5,absz_swing_path_tilt,all,False,False,pooled,10,6,45,0.47086629001883235,0.4034557438794727,0.5383747645951035,0.2222222222222222
full_year,absz_swing_path_tilt__log_kernel_h1_m5,log_kernel_h1_m5,absz_swing_path_tilt,all,False,False,pooled,10,7,42,0.4971751412429378,0.42782485875706217,0.5659180790960452,0.21428571428571427
full_year,absz_swing_path_tilt__log_kernel_h1_m5,log_kernel_h1_m5,absz_swing_path_tilt,all,False,False,pooled,10,8,50,0.5334237288135594,0.4621677966101695,0.6016983050847459,0.32
full_year,absz_swing_path_tilt__log_kernel_h1_m5,log_kernel_h1_m5,absz_swing_path_tilt,all,False,False,pooled,10,9,45,0.4791902071563088,0.4032937853107345,0.5492109227871941,0.24444444444444444
full_year,absz_swing_path_tilt__log_kernel_h1_m5,log_kernel_h1_m5,absz_swing_path_tilt,all,False,False,pooled,10,10,49,0.527516430300934,0.4602023521272916,0.5947820823244552,0.24489795918367346
full_year,absz_swing_path_tilt__log_kernel_h2_m5,log_kernel_h2_m5,absz_swing_path_tilt,all,False,False,unpooled,4,1,111,0.4525769424246581,0.4059518909772717,0.498202771299218,0.25225225225225223
full_year,absz_swing_path_tilt__log_kernel_h2_m5,log_kernel_h2_m5,absz_swing_path_tilt,all,False,False,unpooled,4,2,120,0.5157642413987592,0.4793189509306261,0.5567012126339537,0.225
full_year,absz_swing_path_tilt__log_kernel_h2_m5,log_kernel_h2_m5,absz_swing_path_tilt,all,False,False,unpooled,4,3,124,0.49630205774793945,0.4561104743190874,0.5369262049014792,0.21774193548387097
full_year,absz_swing_path_tilt__log_kernel_h2_m5,log_kernel_h2_m5,absz_swing_path_tilt,all,False,False,unpooled,4,4,110,0.535748346408245,0.49502922627288115,0.5770973696354408,0.23636363636363636
full_year,absz_swing_path_tilt__log_kernel_h2_m5,log_kernel_h2_m5,absz_swing_path_tilt,all,False,False,unpooled,10,1,41,0.41523255334076187,0.34191944203706,0.4899405719945525,0.24390243902439024
full_year,absz_swing_path_tilt__log_kernel_h2_m5,log_kernel_h2_m5,absz_swing_path_tilt,all,False,False,unpooled,10,2,49,0.47154597879761034,0.4100245174211817,0.53657930177147,0.24489795918367346
full_year,absz_swing_path_tilt__log_kernel_h2_m5,log_kernel_h2_m5,absz_swing_path_tilt,all,False,False,unpooled,10,3,40,0.5012267343485618,0.42853849407783423,0.5715757191201354,0.225
full_year,absz_swing_path_tilt__log_kernel_h2_m5,log_kernel_h2_m5,absz_swing_path_tilt,all,False,False,unpooled,10,4,55,0.5195046915859098,0.45677588063374863,0.5803691739732348,0.2545454545454545
full_year,absz_swing_path_tilt__log_kernel_h2_m5,log_kernel_h2_m5,absz_swing_path_tilt,all,False,False,unpooled,10,5,46,0.5081659677775325,0.45107040388435216,0.5681306554844403,0.21739130434782608
full_year,absz_swing_path_tilt__log_kernel_h2_m5,log_kernel_h2_m5,absz_swing_path_tilt,all,False,False,unpooled,10,6,50,0.4753299492385787,0.4098798646362098,0.538917089678511,0.22
full_year,absz_swing_path_tilt__log_kernel_h2_m5,log_kernel_h2_m5,absz_swing_path_tilt,all,False,False,unpooled,10,7,51,0.4850038154009489,0.423542682724528,0.5463222852592813,0.19607843137254902
full_year,absz_swing_path_tilt__log_kernel_h2_m5,log_kernel_h2_m5,absz_swing_path_tilt,all,False,False,unpooled,10,8,46,0.5313396601191791,0.46979327595085707,0.5900923269329803,0.17391304347826086
full_year,absz_swing_path_tilt__log_kernel_h2_m5,log_kernel_h2_m5,absz_swing_path_tilt,all,False,False,unpooled,10,9,48,0.5163564579808235,0.4565355329949239,0.5792177805978567,0.1875
full_year,absz_swing_path_tilt__log_kernel_h2_m5,log_kernel_h2_m5,absz_swing_path_tilt,all,False,False,unpooled,10,10,39,0.5832140223003168,0.5059156579461147,0.6615861859516683,0.38461538461538464
full_year,absz_swing_path_tilt__log_kernel_h2_m5,log_kernel_h2_m5,absz_swing_path_tilt,all,False,False,pooled,4,1,125,0.45769881556683584,0.4120351945854484,0.5051796954314721,0.256
full_year,absz_swing_path_tilt__log_kernel_h2_m5,log_kernel_h2_m5,absz_swing_path_tilt,all,False,False,pooled,4,2,106,0.5360278389681704,0.4893672381317243,0.5804209366918877,0.29245283018867924
full_year,absz_swing_path_tilt__log_kernel_h2_m5,log_kernel_h2_m5,absz_swing_path_tilt,all,False,False,pooled,4,3,114,0.49064921186214266,0.4478931041648114,0.5352042330869474,0.21929824561403508
full_year,absz_swing_path_tilt__log_kernel_h2_m5,log_kernel_h2_m5,absz_swing_path_tilt,all,False,False,pooled,4,4,120,0.5258037225042301,0.4802961082910322,0.5691857021996616,0.31666666666666665
full_year,absz_swing_path_tilt__log_kernel_h2_m5,log_kernel_h2_m5,absz_swing_path_tilt,all,False,False,pooled,10,1,54,0.40436798897035797,0.3307231935827537,0.4747775271040923,0.25925925925925924
full_year,absz_swing_path_tilt__log_kernel_h2_m5,log_kernel_h2_m5,absz_swing_path_tilt,all,False,False,pooled,10,2,46,0.43779886706393006,0.3658408739792539,0.5173306113440742,0.21739130434782608
full_year,absz_swing_path_tilt__log_kernel_h2_m5,log_kernel_h2_m5,absz_swing_path_tilt,all,False,False,pooled,10,3,45,0.6637901861252115,0.6007595412671555,0.7300545215266029,0.4222222222222222
full_year,absz_swing_path_tilt__log_kernel_h2_m5,log_kernel_h2_m5,absz_swing_path_tilt,all,False,False,pooled,10,4,48,0.4863578680203046,0.42058833897349124,0.5542354060913705,0.22916666666666666
full_year,absz_swing_path_tilt__log_kernel_h2_m5,log_kernel_h2_m5,absz_swing_path_tilt,all,False,False,pooled,10,5,38,0.49581440911924474,0.4272976222281592,0.5701131000089054,0.23684210526315788
full_year,absz_swing_path_tilt__log_kernel_h2_m5,log_kernel_h2_m5,absz_swing_path_tilt,all,False,False,pooled,10,6,47,0.5165244626849551,0.4472495229866436,0.5829877236562623,0.2553191489361702
full_year,absz_swing_path_tilt__log_kernel_h2_m5,log_kernel_h2_m5,absz_swing_path_tilt,all,False,False,pooled,10,7,46,0.48024718605164435,0.4180754800264842,0.540421540498786,0.1956521739130435
full_year,absz_swing_path_tilt__log_kernel_h2_m5,log_kernel_h2_m5,absz_swing_path_tilt,all,False,False,pooled,10,8,42,0.44762710498751107,0.3769377971154621,0.5201897510273145,0.16666666666666666
full_year,absz_swing_path_tilt__log_kernel_h2_m5,log_kernel_h2_m5,absz_swing_path_tilt,all,False,False,pooled,10,9,47,0.5408971451200634,0.4679087014436405,0.6110289088094466,0.3191489361702128
full_year,absz_swing_path_tilt__log_kernel_h2_m5,log_kernel_h2_m5,absz_swing_path_tilt,all,False,False,pooled,10,10,52,0.5469217753481712,0.4841435637120917,0.6107705323441364,0.38461538461538464
full_year,absz_swing_path_tilt__log_kernel_h2_m20,log_kernel_h2_m20,absz_swing_path_tilt,all,False,False,unpooled,4,1,113,0.44363835107737004,0.4014824131889852,0.48699070122636,0.20353982300884957
full_year,absz_swing_path_tilt__log_kernel_h2_m20,log_kernel_h2_m20,absz_swing_path_tilt,all,False,False,unpooled,4,2,118,0.541111015515214,0.501668387392813,0.5797484871949297,0.2627118644067797
full_year,absz_swing_path_tilt__log_kernel_h2_m20,log_kernel_h2_m20,absz_swing_path_tilt,all,False,False,unpooled,4,3,125,0.47348223350253804,0.4307560067681895,0.5124263959390863,0.192
full_year,absz_swing_path_tilt__log_kernel_h2_m20,log_kernel_h2_m20,absz_swing_path_tilt,all,False,False,unpooled,4,4,109,0.5393983141619709,0.4959165774072867,0.5801324143498037,0.23853211009174313
full_year,absz_swing_path_tilt__log_kernel_h2_m20,log_kernel_h2_m20,absz_swing_path_tilt,all,False,False,unpooled,10,1,42,0.391870115220369,0.32253444525018127,0.4643985174442027,0.16666666666666666
full_year,absz_swing_path_tilt__log_kernel_h2_m20,log_kernel_h2_m20,absz_swing_path_tilt,all,False,False,unpooled,10,2,45,0.49101334837375454,0.4070332769317541,0.566576424139876,0.24444444444444444
full_year,absz_swing_path_tilt__log_kernel_h2_m20,log_kernel_h2_m20,absz_swing_path_tilt,all,False,False,unpooled,10,3,50,0.4488324873096447,0.38567851099830797,0.510409475465313,0.24
full_year,absz_swing_path_tilt__log_kernel_h2_m20,log_kernel_h2_m20,absz_swing_path_tilt,all,False,False,unpooled,10,4,46,0.5614286765246819,0.500818435959685,0.6186971235194584,0.2391304347826087
full_year,absz_swing_path_tilt__log_kernel_h2_m20,log_kernel_h2_m20,absz_swing_path_tilt,all,False,False,unpooled,10,5,48,0.5658488437676256,0.5045773406655386,0.6240817117879301,0.2708333333333333
full_year,absz_swing_path_tilt__log_kernel_h2_m20,log_kernel_h2_m20,absz_swing_path_tilt,all,False,False,unpooled,10,6,49,0.4232017680168514,0.3642028384958044,0.48516696018508926,0.12244897959183673
full_year,absz_swing_path_tilt__log_kernel_h2_m20,log_kernel_h2_m20,absz_swing_path_tilt,all,False,False,unpooled,10,7,50,0.5204060913705584,0.4597394247038917,0.5780287648054145,0.22
full_year,absz_swing_path_tilt__log_kernel_h2_m20,log_kernel_h2_m20,absz_swing_path_tilt,all,False,False,unpooled,10,8,51,0.4847383962045055,0.4233154175375734,0.5519823496234364,0.21568627450980393
full_year,absz_swing_path_tilt__log_kernel_h2_m20,log_kernel_h2_m20,absz_swing_path_tilt,all,False,False,unpooled,10,9,45,0.5193269411543523,0.4572476029328821,0.5852284263959391,0.17777777777777778
full_year,absz_swing_path_tilt__log_kernel_h2_m20,log_kernel_h2_m20,absz_swing_path_tilt,all,False,False,unpooled,10,10,39,0.5931059915831489,0.5195149464184996,0.6675560761855178,0.358974358974359
full_year,absz_swing_path_tilt__log_kernel_h2_m20,log_kernel_h2_m20,absz_swing_path_tilt,all,False,False,pooled,4,1,125,0.4722504230118443,0.42484128595600684,0.518712013536379,0.256
full_year,absz_swing_path_tilt__log_kernel_h2_m20,log_kernel_h2_m20,absz_swing_path_tilt,all,False,False,pooled,4,2,109,0.5241854111364659,0.4835110759248048,0.5676927614523666,0.28440366972477066
full_year,absz_swing_path_tilt__log_kernel_h2_m20,log_kernel_h2_m20,absz_swing_path_tilt,all,False,False,pooled,4,3,113,0.4786023389185871,0.4351736220295584,0.5237815012802659,0.21238938053097345
full_year,absz_swing_path_tilt__log_kernel_h2_m20,log_kernel_h2_m20,absz_swing_path_tilt,all,False,False,pooled,4,4,118,0.5303564771000029,0.48732255011614894,0.5747117783704723,0.3389830508474576
full_year,absz_swing_path_tilt__log_kernel_h2_m20,log_kernel_h2_m20,absz_swing_path_tilt,all,False,False,pooled,10,1,55,0.38306414397784955,0.3120443008767882,0.456783571758191,0.2
full_year,absz_swing_path_tilt__log_kernel_h2_m20,log_kernel_h2_m20,absz_swing_path_tilt,all,False,False,pooled,10,2,47,0.4818194909457465,0.4081776289736114,0.5500162004536125,0.2127659574468085
full_year,absz_swing_path_tilt__log_kernel_h2_m20,log_kernel_h2_m20,absz_swing_path_tilt,all,False,False,pooled,10,3,44,0.588371019843101,0.5136248269497,0.665668743270266,0.4090909090909091
full_year,absz_swing_path_tilt__log_kernel_h2_m20,log_kernel_h2_m20,absz_swing_path_tilt,all,False,False,pooled,10,4,46,0.5224012359302582,0.451760097108806,0.5926340763628338,0.2608695652173913
full_year,absz_swing_path_tilt__log_kernel_h2_m20,log_kernel_h2_m20,absz_swing_path_tilt,all,False,False,pooled,10,5,42,0.5365401659817903,0.46867295141406823,0.6048364354201917,0.2857142857142857
full_year,absz_swing_path_tilt__log_kernel_h2_m20,log_kernel_h2_m20,absz_swing_path_tilt,all,False,False,pooled,10,6,42,0.4672467971960358,0.39279469825155106,0.536262186769801,0.21428571428571427
full_year,absz_swing_path_tilt__log_kernel_h2_m20,log_kernel_h2_m20,absz_swing_path_tilt,all,False,False,pooled,10,7,48,0.46044839255499154,0.39491504512126346,0.5221481951494642,0.14583333333333334
full_year,absz_swing_path_tilt__log_kernel_h2_m20,log_kernel_h2_m20,absz_swing_path_tilt,all,False,False,pooled,10,8,43,0.527072758037225,0.4510526108684532,0.6036654468185575,0.3488372093023256
full_year,absz_swing_path_tilt__log_kernel_h2_m20,log_kernel_h2_m20,absz_swing_path_tilt,all,False,False,pooled,10,9,47,0.5319328941210352,0.46111711127911575,0.6038449076574143,0.3404255319148936
full_year,absz_swing_path_tilt__log_kernel_h2_m20,log_kernel_h2_m20,absz_swing_path_tilt,all,False,False,pooled,10,10,51,0.5347699147340831,0.46737500414717503,0.6019773730135032,0.3333333333333333
full_year,absz_swing_path_tilt__linear_exposure_pitcher,linear_exposure_pitcher,absz_swing_path_tilt,all,False,False,unpooled,4,1,104,0.4429584797605103,0.3962417024599766,0.49019832747624625,0.18269230769230768
full_year,absz_swing_path_tilt__linear_exposure_pitcher,linear_exposure_pitcher,absz_swing_path_tilt,all,False,False,unpooled,4,2,124,0.49078925822826264,0.45041073085530264,0.532080672452377,0.22580645161290322
full_year,absz_swing_path_tilt__linear_exposure_pitcher,linear_exposure_pitcher,absz_swing_path_tilt,all,False,False,unpooled,4,3,128,0.5015466370558375,0.46223892237732656,0.5404247303299493,0.21875
full_year,absz_swing_path_tilt__linear_exposure_pitcher,linear_exposure_pitcher,absz_swing_path_tilt,all,False,False,unpooled,4,4,109,0.5383116782315777,0.4921568170881262,0.5834901193747186,0.3211009174311927
full_year,absz_swing_path_tilt__linear_exposure_pitcher,linear_exposure_pitcher,absz_swing_path_tilt,all,False,False,unpooled,10,1,42,0.4247441785512851,0.34855168801869313,0.5004350978970268,0.19047619047619047
full_year,absz_swing_path_tilt__linear_exposure_pitcher,linear_exposure_pitcher,absz_swing_path_tilt,all,False,False,unpooled,10,2,37,0.4818447889513879,0.4031714455572324,0.5523688663282571,0.21621621621621623
full_year,absz_swing_path_tilt__linear_exposure_pitcher,linear_exposure_pitcher,absz_swing_path_tilt,all,False,False,unpooled,10,3,50,0.4429780033840948,0.37722673434856174,0.5124737732656514,0.2
full_year,absz_swing_path_tilt__linear_exposure_pitcher,linear_exposure_pitcher,absz_swing_path_tilt,all,False,False,unpooled,10,4,48,0.4887549351381839,0.4291367033276932,0.547447828539199,0.16666666666666666
full_year,absz_swing_path_tilt__linear_exposure_pitcher,linear_exposure_pitcher,absz_swing_path_tilt,all,False,False,unpooled,10,5,51,0.5029196111608772,0.4378587306326929,0.5695730068677216,0.2549019607843137
full_year,absz_swing_path_tilt__linear_exposure_pitcher,linear_exposure_pitcher,absz_swing_path_tilt,all,False,False,unpooled,10,6,52,0.5225497852401406,0.4628156319146167,0.5860438630743199,0.25
full_year,absz_swing_path_tilt__linear_exposure_pitcher,linear_exposure_pitcher,absz_swing_path_tilt,all,False,False,unpooled,10,7,52,0.4706494858779122,0.4138991930235585,0.5218257841988805,0.1346153846153846
full_year,absz_swing_path_tilt__linear_exposure_pitcher,linear_exposure_pitcher,absz_swing_path_tilt,all,False,False,unpooled,10,8,46,0.5142720517913633,0.4362870595159273,0.5885621275656588,0.32608695652173914
full_year,absz_swing_path_tilt__linear_exposure_pitcher,linear_exposure_pitcher,absz_swing_path_tilt,all,False,False,unpooled,10,9,48,0.5292583192329384,0.46252291314156796,0.5939350676818951,0.3125
full_year,absz_swing_path_tilt__linear_exposure_pitcher,linear_exposure_pitcher,absz_swing_path_tilt,all,False,False,unpooled,10,10,39,0.5683760683760684,0.49635125168120087,0.6406937394247039,0.3333333333333333
full_year,absz_swing_path_tilt__linear_exposure_pitcher,linear_exposure_pitcher,absz_swing_path_tilt,all,False,False,pooled,4,1,121,0.4407084224804576,0.3960453636503475,0.48498972186097244,0.18181818181818182
full_year,absz_swing_path_tilt__linear_exposure_pitcher,linear_exposure_pitcher,absz_swing_path_tilt,all,False,False,pooled,4,2,108,0.4930908065425832,0.4435545528608134,0.5422110985774268,0.2777777777777778
full_year,absz_swing_path_tilt__linear_exposure_pitcher,linear_exposure_pitcher,absz_swing_path_tilt,all,False,False,pooled,4,3,115,0.49963216361362467,0.454030751121901,0.544777458986243,0.2608695652173913
full_year,absz_swing_path_tilt__linear_exposure_pitcher,linear_exposure_pitcher,absz_swing_path_tilt,all,False,False,pooled,4,4,121,0.5441750220245836,0.5024268993581408,0.5859301366223378,0.3140495867768595
full_year,absz_swing_path_tilt__linear_exposure_pitcher,linear_exposure_pitcher,absz_swing_path_tilt,all,False,False,pooled,10,1,49,0.46519216823785353,0.39505507786871097,0.5346369004454573,0.20408163265306123
full_year,absz_swing_path_tilt__linear_exposure_pitcher,linear_exposure_pitcher,absz_swing_path_tilt,all,False,False,pooled,10,2,48,0.39206147772137623,0.3285162859560068,0.4602139734912578,0.125
full_year,absz_swing_path_tilt__linear_exposure_pitcher,linear_exposure_pitcher,absz_swing_path_tilt,all,False,False,pooled,10,3,47,0.46299096374698495,0.3965295028260793,0.5286388018864528,0.2127659574468085
full_year,absz_swing_path_tilt__linear_exposure_pitcher,linear_exposure_pitcher,absz_swing_path_tilt,all,False,False,pooled,10,4,44,0.4584294723888632,0.3901265189970774,0.526201738194124,0.20454545454545456
full_year,absz_swing_path_tilt__linear_exposure_pitcher,linear_exposure_pitcher,absz_swing_path_tilt,all,False,False,pooled,10,5,41,0.5618216334447609,0.4807993892121662,0.64779208451983,0.4146341463414634
full_year,absz_swing_path_tilt__linear_exposure_pitcher,linear_exposure_pitcher,absz_swing_path_tilt,all,False,False,pooled,10,6,45,0.5109043053205491,0.4327561571724008,0.587952622673435,0.26666666666666666
full_year,absz_swing_path_tilt__linear_exposure_pitcher,linear_exposure_pitcher,absz_swing_path_tilt,all,False,False,pooled,10,7,48,0.4772631133671743,0.41419733502538075,0.5448850817822899,0.22916666666666666
full_year,absz_swing_path_tilt__linear_exposure_pitcher,linear_exposure_pitcher,absz_swing_path_tilt,all,False,False,pooled,10,8,46,0.5556904288972265,0.4860939454130802,0.6235360111822261,0.32608695652173914
full_year,absz_swing_path_tilt__linear_exposure_pitcher,linear_exposure_pitcher,absz_swing_path_tilt,all,False,False,pooled,10,9,48,0.49129300620417365,0.4228831782289905,0.5647472504230118,0.2708333333333333
full_year,absz_swing_path_tilt__linear_exposure_pitcher,linear_exposure_pitcher,absz_swing_path_tilt,all,False,False,pooled,10,10,49,0.5767291688248903,0.5013467315860354,0.6416243654822334,0.3469387755102041
full_year,absz_swing_path_tilt__saturating_exposure_pitcher,saturating_exposure_pitcher,absz_swing_path_tilt,all,False,False,unpooled,4,1,100,0.41058219178082195,0.3623964041095891,0.45895633561643834,0.17
full_year,absz_swing_path_tilt__saturating_exposure_pitcher,saturating_exposure_pitcher,absz_swing_path_tilt,all,False,False,unpooled,4,2,125,0.5283767123287672,0.4885684931506849,0.5674095890410958,0.232
full_year,absz_swing_path_tilt__saturating_exposure_pitcher,saturating_exposure_pitcher,absz_swing_path_tilt,all,False,False,unpooled,4,3,124,0.5168332965090588,0.4768414438798056,0.555408335174547,0.2661290322580645
full_year,absz_swing_path_tilt__saturating_exposure_pitcher,saturating_exposure_pitcher,absz_swing_path_tilt,all,False,False,unpooled,4,4,111,0.5170384425521413,0.47384533506108845,0.5607784154017029,0.24324324324324326
full_year,absz_swing_path_tilt__saturating_exposure_pitcher,saturating_exposure_pitcher,absz_swing_path_tilt,all,False,False,unpooled,10,1,42,0.4094096542726679,0.33465834964122637,0.48178204500978467,0.21428571428571427
full_year,absz_swing_path_tilt__saturating_exposure_pitcher,saturating_exposure_pitcher,absz_swing_path_tilt,all,False,False,unpooled,10,2,34,0.4918412570507654,0.40591760676873495,0.579729049153908,0.20588235294117646
full_year,absz_swing_path_tilt__saturating_exposure_pitcher,saturating_exposure_pitcher,absz_swing_path_tilt,all,False,False,unpooled,10,3,48,0.4001141552511416,0.333634774543379,0.46554295091324194,0.10416666666666667
full_year,absz_swing_path_tilt__saturating_exposure_pitcher,saturating_exposure_pitcher,absz_swing_path_tilt,all,False,False,unpooled,10,4,53,0.5207256397001809,0.47061094598087355,0.5722586585681055,0.16981132075471697
full_year,absz_swing_path_tilt__saturating_exposure_pitcher,saturating_exposure_pitcher,absz_swing_path_tilt,all,False,False,unpooled,10,5,48,0.5496575342465754,0.4759185930365297,0.6204444920091323,0.3333333333333333
full_year,absz_swing_path_tilt__saturating_exposure_pitcher,saturating_exposure_pitcher,absz_swing_path_tilt,all,False,False,unpooled,10,6,49,0.5145897400055912,0.4571882862734134,0.5657656555772993,0.22448979591836735
full_year,absz_swing_path_tilt__saturating_exposure_pitcher,saturating_exposure_pitcher,absz_swing_path_tilt,all,False,False,unpooled,10,7,53,0.5183671491341433,0.4578896355647454,0.5780579607133626,0.24528301886792453
full_year,absz_swing_path_tilt__saturating_exposure_pitcher,saturating_exposure_pitcher,absz_swing_path_tilt,all,False,False,unpooled,10,8,46,0.5316780821917808,0.46242368969624775,0.6046772632519357,0.34782608695652173
full_year,absz_swing_path_tilt__saturating_exposure_pitcher,saturating_exposure_pitcher,absz_swing_path_tilt,all,False,False,unpooled,10,9,46,0.510087849910661,0.4444554050029779,0.573659916617034,0.1956521739130435
full_year,absz_swing_path_tilt__saturating_exposure_pitcher,saturating_exposure_pitcher,absz_swing_path_tilt,all,False,False,unpooled,10,10,41,0.5090001670564651,0.4389199799532241,0.5816989642499165,0.2682926829268293
full_year,absz_swing_path_tilt__saturating_exposure_pitcher,saturating_exposure_pitcher,absz_swing_path_tilt,all,False,False,pooled,4,1,116,0.43564005668398675,0.39167675366084076,0.481865552668871,0.1896551724137931
full_year,absz_swing_path_tilt__saturating_exposure_pitcher,saturating_exposure_pitcher,absz_swing_path_tilt,all,False,False,pooled,4,2,109,0.5201002262159106,0.47332458841271835,0.5667014892547443,0.28440366972477066
full_year,absz_swing_path_tilt__saturating_exposure_pitcher,saturating_exposure_pitcher,absz_swing_path_tilt,all,False,False,pooled,4,3,116,0.5395459376476146,0.49651482050070866,0.5812079298535665,0.31896551724137934
full_year,absz_swing_path_tilt__saturating_exposure_pitcher,saturating_exposure_pitcher,absz_swing_path_tilt,all,False,False,pooled,4,4,119,0.49609330033383225,0.45510245193967996,0.5406267986646713,0.2605042016806723
full_year,absz_swing_path_tilt__saturating_exposure_pitcher,saturating_exposure_pitcher,absz_swing_path_tilt,all,False,False,pooled,10,1,46,0.36844848123883267,0.2951980345443717,0.4375186122692079,0.15217391304347827
full_year,absz_swing_path_tilt__saturating_exposure_pitcher,saturating_exposure_pitcher,absz_swing_path_tilt,all,False,False,pooled,10,2,47,0.48260346837656654,0.41475881667152437,0.556809239288837,0.23404255319148937
full_year,absz_swing_path_tilt__saturating_exposure_pitcher,saturating_exposure_pitcher,absz_swing_path_tilt,all,False,False,pooled,10,3,48,0.4728524543378995,0.41000820490867584,0.5399293664383561,0.20833333333333334
full_year,absz_swing_path_tilt__saturating_exposure_pitcher,saturating_exposure_pitcher,absz_swing_path_tilt,all,False,False,pooled,10,4,46,0.520473496128648,0.45005955926146524,0.5944293478260869,0.30434782608695654
