outcome,label,n_players,partial_rank_rho,ci95_low,ci95_high,permutation_p,standardized_ols_beta,standardized_huber_beta,quantile_beta_25,quantile_beta_50,quantile_beta_75,cv_mse_gain_pct
authority_composite,Batted-ball authority composite,261,0.13073895375857414,0.008683049823029993,0.24852284464222907,0.03539292141571686,0.06940680211421296,0.04003035348375081,0.05674955100337063,0.009104465991186438,0.05163255305335718,0.534998456675399
discipline_composite,Plate-discipline composite,261,-0.01583106689964979,-0.13505336692214764,0.09735342784287859,0.8010397920415917,-0.0029800325917008594,-0.008931832104257215,0.008898247429494424,-0.04699423985415975,0.050531780873456396,-0.7975270561113615
